flight_id,flight_number,route_id,aircraft_id,departure_datetime,arrival_datetime,flight_status,terminal,gate_number,delay_minutes
FL0024,SF1024,RT0095,AC0044,2026-08-24T06:29:00.000+05:30,2026-08-24T14:56:00.000+05:30,LANDED,2026-08-22 01:00:00,A02,0
FL0025,SF1025,RT0017,AC0012,2026-08-11T17:16:00.000+05:30,2026-08-12T13:10:00.000+05:30,DEPARTED,2026-08-22 01:00:00,A05,0
FL0026,SF1026,RT0029,AC0024,2026-08-14T22:05:00.000+05:30,2026-08-15T20:13:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B01,0
FL0027,SF1027,RT0080,AC0015,2026-08-19T07:46:00.000+05:30,2026-08-19T09:36:00.000+05:30,DEPARTED,2026-08-22 01:00:00,A03,0
FL0028,SF1028,RT0048,AC0031,2026-08-17T20:11:00.000+05:30,2026-08-18T16:41:00.000+05:30,LANDED,2026-08-22 01:00:00,C01,0
FL0029,SF1029,RT0084,AC0046,2026-08-04T09:42:00.000+05:30,2026-08-05T00:15:00.000+05:30,DEPARTED,2026-08-22 01:00:00,B05,0
FL0030,SF1030,RT0018,AC0032,2026-08-27T04:05:00.000+05:30,2026-08-27T18:51:00.000+05:30,DELAYED,2026-08-22 02:00:00,B03,60
FL0031,SF1031,RT0002,AC0025,2026-08-11T06:23:00.000+05:30,2026-08-11T11:16:00.000+05:30,DELAYED,2026-08-22 02:00:00,A04,90
FL0032,SF1032,RT0048,AC0009,2026-08-17T00:14:00.000+05:30,2026-08-17T20:44:00.000+05:30,BOARDING,2026-08-22 01:00:00,B05,0
FL0033,SF1033,RT0093,AC0022,2026-08-19T08:26:00.000+05:30,2026-08-19T10:39:00.000+05:30,LANDED,2026-08-22 03:00:00,C05,0
FL0034,SF1034,RT0066,AC0015,2026-08-12T15:35:00.000+05:30,2026-08-13T13:20:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B02,0
FL0035,SF1035,RT0069,AC0046,2026-08-13T03:33:00.000+05:30,2026-08-14T00:53:00.000+05:30,BOARDING,2026-08-22 02:00:00,B03,0
FL0036,SF1036,RT0037,AC0013,2026-08-24T16:28:00.000+05:30,2026-08-24T20:50:00.000+05:30,DELAYED,2026-08-22 02:00:00,A02,15
FL0037,SF1037,RT0063,AC0020,2026-08-29T18:43:00.000+05:30,2026-08-30T15:16:00.000+05:30,DEPARTED,2026-08-22 01:00:00,B03,0
FL0038,SF1038,RT0067,AC0016,2026-08-18T08:19:00.000+05:30,2026-08-19T06:47:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C02,0
FL0039,SF1039,RT0069,AC0022,2026-08-12T01:47:00.000+05:30,2026-08-12T23:07:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C04,0
FL0040,SF1040,RT0092,AC0010,2026-08-30T17:55:00.000+05:30,2026-08-31T10:42:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,B04,0
FL0041,SF1041,RT0052,AC0009,2026-08-27T01:48:00.000+05:30,2026-08-27T04:20:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,A04,0
FL0042,SF1042,RT0100,AC0002,2026-08-11T08:07:00.000+05:30,2026-08-11T21:04:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B02,0
FL0043,SF1043,RT0049,AC0029,2026-08-06T12:42:00.000+05:30,2026-08-06T17:55:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C04,0
FL0044,SF1044,RT0069,AC0026,2026-08-21T15:19:00.000+05:30,2026-08-22T12:39:00.000+05:30,DEPARTED,2026-08-22 01:00:00,B03,0
FL0045,SF1045,RT0014,AC0026,2026-08-19T16:40:00.000+05:30,2026-08-19T21:33:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A02,0
FL0046,SF1046,RT0045,AC0004,2026-08-29T20:49:00.000+05:30,2026-08-30T21:02:00.000+05:30,DELAYED,2026-08-22 02:00:00,B05,90
FL0047,SF1047,RT0093,AC0042,2026-08-14T02:11:00.000+05:30,2026-08-14T04:24:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B01,0
FL0048,SF1048,RT0077,AC0015,2026-08-26T00:59:00.000+05:30,2026-08-26T14:12:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B04,0
FL0049,SF1049,RT0085,AC0009,2026-08-25T18:21:00.000+05:30,2026-08-26T15:07:00.000+05:30,LANDED,2026-08-22 02:00:00,B05,0
FL0050,SF1050,RT0053,AC0029,2026-08-08T22:38:00.000+05:30,2026-08-09T05:39:00.000+05:30,BOARDING,2026-08-22 02:00:00,B02,0
FL0051,SF1051,RT0084,AC0005,2026-08-16T00:24:00.000+05:30,2026-08-16T14:57:00.000+05:30,DELAYED,2026-08-22 01:00:00,A03,90
FL0052,SF1052,RT0058,AC0023,2026-08-28T12:14:00.000+05:30,2026-08-29T04:24:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A02,0
FL0053,SF1053,RT0008,AC0031,2026-08-18T05:02:00.000+05:30,2026-08-19T01:40:00.000+05:30,BOARDING,2026-08-22 02:00:00,A01,0
FL0054,SF1054,RT0086,AC0022,2026-08-25T10:45:00.000+05:30,2026-08-26T03:47:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A02,0
FL0055,SF1055,RT0014,AC0045,2026-08-02T04:48:00.000+05:30,2026-08-02T09:41:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B02,0
FL0056,SF1056,RT0048,AC0047,2026-08-17T11:12:00.000+05:30,2026-08-18T07:42:00.000+05:30,DELAYED,2026-08-22 03:00:00,A01,30
FL0057,SF1057,RT0012,AC0033,2026-08-30T08:35:00.000+05:30,2026-08-30T19:59:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,B01,0
FL0058,SF1058,RT0049,AC0016,2026-08-05T08:10:00.000+05:30,2026-08-05T13:23:00.000+05:30,DEPARTED,2026-08-22 02:00:00,C01,0
FL0059,SF1059,RT0083,AC0035,2026-08-09T04:58:00.000+05:30,2026-08-09T22:20:00.000+05:30,DELAYED,2026-08-22 02:00:00,B02,60
FL0060,SF1060,RT0023,AC0032,2026-08-05T10:13:00.000+05:30,2026-08-06T00:49:00.000+05:30,DELAYED,2026-08-22 03:00:00,C01,15
FL0061,SF1061,RT0035,AC0009,2026-08-19T22:34:00.000+05:30,2026-08-20T23:55:00.000+05:30,DEPARTED,2026-08-22 01:00:00,C04,0
FL0062,SF1062,RT0025,AC0023,2026-08-11T12:00:00.000+05:30,2026-08-11T13:35:00.000+05:30,DELAYED,2026-08-22 02:00:00,B01,45
FL0063,SF1063,RT0073,AC0011,2026-08-13T23:44:00.000+05:30,2026-08-14T11:40:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A04,0
FL0064,SF1064,RT0033,AC0026,2026-08-08T02:15:00.000+05:30,2026-08-08T14:27:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A05,0
FL0065,SF1065,RT0030,AC0024,2026-08-11T03:33:00.000+05:30,2026-08-12T00:50:00.000+05:30,DELAYED,2026-08-22 01:00:00,C03,45
FL0066,SF1066,RT0067,AC0045,2026-08-16T05:19:00.000+05:30,2026-08-17T03:47:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A05,0
FL0067,SF1067,RT0058,AC0042,2026-08-20T02:49:00.000+05:30,2026-08-20T18:59:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A03,0
FL0068,SF1068,RT0069,AC0012,2026-08-14T15:44:00.000+05:30,2026-08-15T13:04:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A02,0
FL0069,SF1069,RT0039,AC0021,2026-08-19T23:07:00.000+05:30,2026-08-20T16:50:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C05,0
FL0070,SF1070,RT0051,AC0040,2026-08-29T01:52:00.000+05:30,2026-08-29T19:08:00.000+05:30,DELAYED,2026-08-22 01:00:00,B02,30
FL0071,SF1071,RT0062,AC0023,2026-08-23T13:39:00.000+05:30,2026-08-24T00:01:00.000+05:30,BOARDING,2026-08-22 01:00:00,C02,0
FL0072,SF1072,RT0005,AC0048,2026-08-23T10:20:00.000+05:30,2026-08-24T12:03:00.000+05:30,DELAYED,2026-08-22 01:00:00,B04,90
FL0073,SF1073,RT0033,AC0048,2026-08-03T20:34:00.000+05:30,2026-08-04T08:46:00.000+05:30,DEPARTED,2026-08-22 03:00:00,B04,0
FL0074,SF1074,RT0009,AC0035,2026-08-24T06:02:00.000+05:30,2026-08-25T04:03:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A05,0
FL0075,SF1075,RT0044,AC0044,2026-08-21T02:42:00.000+05:30,2026-08-21T14:08:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C01,0
FL0076,SF1076,RT0047,AC0019,2026-08-07T04:07:00.000+05:30,2026-08-07T06:51:00.000+05:30,CANCELLED,2026-08-22 02:00:00,B03,0
FL0077,SF1077,RT0076,AC0048,2026-08-30T02:30:00.000+05:30,2026-08-30T22:32:00.000+05:30,BOARDING,2026-08-22 01:00:00,B04,0
FL0078,SF1078,RT0083,AC0041,2026-08-03T14:17:00.000+05:30,2026-08-04T07:39:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B01,0
FL0079,SF1079,RT0074,AC0038,2026-08-25T02:26:00.000+05:30,2026-08-25T12:34:00.000+05:30,DEPARTED,2026-08-22 03:00:00,A05,0
FL0080,SF1080,RT0049,AC0001,2026-08-12T23:54:00.000+05:30,2026-08-13T05:07:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B03,0
FL0081,SF1081,RT0081,AC0026,2026-08-05T20:53:00.000+05:30,2026-08-06T08:02:00.000+05:30,DEPARTED,2026-08-22 01:00:00,A02,0
FL0082,SF1082,RT0028,AC0014,2026-08-19T23:43:00.000+05:30,2026-08-20T13:24:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C04,0
FL0083,SF1083,RT0032,AC0010,2026-08-22T08:39:00.000+05:30,2026-08-23T02:31:00.000+05:30,DEPARTED,2026-08-22 01:00:00,C03,0
FL0084,SF1084,RT0098,AC0003,2026-08-09T23:01:00.000+05:30,2026-08-10T02:53:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A05,0
FL0085,SF1085,RT0051,AC0006,2026-08-26T06:23:00.000+05:30,2026-08-26T23:39:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A01,0
FL0086,SF1086,RT0023,AC0031,2026-08-05T13:16:00.000+05:30,2026-08-06T03:52:00.000+05:30,BOARDING,2026-08-22 02:00:00,B04,0
FL0087,SF1087,RT0014,AC0005,2026-08-06T17:39:00.000+05:30,2026-08-06T22:32:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C01,0
FL0088,SF1088,RT0006,AC0045,2026-08-15T01:28:00.000+05:30,2026-08-16T01:10:00.000+05:30,LANDED,2026-08-22 02:00:00,B01,0
FL0089,SF1089,RT0060,AC0015,2026-08-06T02:36:00.000+05:30,2026-08-06T18:33:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,A02,0
FL0090,SF1090,RT0055,AC0037,2026-08-20T21:05:00.000+05:30,2026-08-21T08:33:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C02,0
FL0091,SF1091,RT0060,AC0002,2026-08-10T21:07:00.000+05:30,2026-08-11T13:04:00.000+05:30,LANDED,2026-08-22 03:00:00,B02,0
FL0092,SF1092,RT0084,AC0010,2026-08-07T01:56:00.000+05:30,2026-08-07T16:29:00.000+05:30,CANCELLED,2026-08-22 03:00:00,A02,0
FL0093,SF1093,RT0054,AC0038,2026-08-15T07:37:00.000+05:30,2026-08-15T14:13:00.000+05:30,DEPARTED,2026-08-22 01:00:00,B04,0
FL0094,SF1094,RT0012,AC0005,2026-08-23T06:12:00.000+05:30,2026-08-23T17:36:00.000+05:30,DELAYED,2026-08-22 01:00:00,B03,120
FL0095,SF1095,RT0031,AC0037,2026-08-28T03:52:00.000+05:30,2026-08-28T21:41:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A02,0
FL0096,SF1096,RT0069,AC0036,2026-08-27T20:50:00.000+05:30,2026-08-28T18:10:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C04,0
FL0097,SF1097,RT0067,AC0016,2026-08-06T09:06:00.000+05:30,2026-08-07T07:34:00.000+05:30,DELAYED,2026-08-22 03:00:00,A03,45
FL0098,SF1098,RT0078,AC0015,2026-08-15T19:28:00.000+05:30,2026-08-15T23:05:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,A04,0
FL0099,SF1099,RT0083,AC0049,2026-08-12T13:57:00.000+05:30,2026-08-13T07:19:00.000+05:30,BOARDING,2026-08-22 03:00:00,B01,0
FL0100,SF1100,RT0023,AC0020,2026-08-25T18:25:00.000+05:30,2026-08-26T09:01:00.000+05:30,BOARDING,2026-08-22 01:00:00,B03,0
FL0101,SF1101,RT0054,AC0002,2026-08-30T19:08:00.000+05:30,2026-08-31T01:44:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B05,0
FL0102,SF1102,RT0014,AC0006,2026-08-03T16:29:00.000+05:30,2026-08-03T21:22:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,A03,0
FL0103,SF1103,RT0076,AC0036,2026-08-25T09:18:00.000+05:30,2026-08-26T05:20:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C03,0
FL0104,SF1104,RT0040,AC0031,2026-08-09T13:10:00.000+05:30,2026-08-09T22:32:00.000+05:30,BOARDING,2026-08-22 02:00:00,A02,0
FL0105,SF1105,RT0059,AC0027,2026-08-17T18:58:00.000+05:30,2026-08-17T23:59:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,B04,0
FL0106,SF1106,RT0074,AC0002,2026-08-26T09:14:00.000+05:30,2026-08-26T19:22:00.000+05:30,LANDED,2026-08-22 03:00:00,C01,0
FL0107,SF1107,RT0052,AC0007,2026-08-17T02:22:00.000+05:30,2026-08-17T04:54:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,C02,0
FL0108,SF1108,RT0048,AC0028,2026-08-25T13:18:00.000+05:30,2026-08-26T09:48:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A01,0
FL0109,SF1109,RT0008,AC0028,2026-08-12T05:41:00.000+05:30,2026-08-13T02:19:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C02,0
FL0110,SF1110,RT0070,AC0029,2026-08-12T10:52:00.000+05:30,2026-08-13T09:46:00.000+05:30,DELAYED,2026-08-22 02:00:00,B05,60
FL0111,SF1111,RT0013,AC0037,2026-08-07T07:32:00.000+05:30,2026-08-07T13:30:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C01,0
FL0112,SF1112,RT0062,AC0026,2026-08-04T02:49:00.000+05:30,2026-08-04T13:11:00.000+05:30,BOARDING,2026-08-22 02:00:00,C03,0
FL0113,SF1113,RT0016,AC0007,2026-08-04T11:26:00.000+05:30,2026-08-05T03:58:00.000+05:30,DEPARTED,2026-08-22 01:00:00,A02,0
FL0114,SF1114,RT0071,AC0017,2026-08-27T15:23:00.000+05:30,2026-08-28T04:04:00.000+05:30,BOARDING,2026-08-22 03:00:00,A04,0
FL0115,SF1115,RT0052,AC0013,2026-08-10T21:48:00.000+05:30,2026-08-11T00:20:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C05,0
FL0116,SF1116,RT0012,AC0028,2026-08-17T12:06:00.000+05:30,2026-08-17T23:30:00.000+05:30,LANDED,2026-08-22 02:00:00,C03,0
FL0117,SF1117,RT0094,AC0032,2026-08-10T05:35:00.000+05:30,2026-08-10T21:36:00.000+05:30,BOARDING,2026-08-22 02:00:00,C05,0
FL0118,SF1118,RT0058,AC0006,2026-08-14T10:51:00.000+05:30,2026-08-15T03:01:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,A01,0
FL0119,SF1119,RT0087,AC0027,2026-08-15T23:00:00.000+05:30,2026-08-16T10:23:00.000+05:30,DELAYED,2026-08-22 02:00:00,B02,60
FL0120,SF1120,RT0009,AC0009,2026-08-24T21:25:00.000+05:30,2026-08-25T19:26:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,C03,0
FL0121,SF1121,RT0081,AC0008,2026-08-20T05:51:00.000+05:30,2026-08-20T17:00:00.000+05:30,DEPARTED,2026-08-22 01:00:00,C05,0
FL0122,SF1122,RT0027,AC0031,2026-08-02T06:56:00.000+05:30,2026-08-03T04:38:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B01,0
FL0123,SF1123,RT0047,AC0005,2026-08-25T22:32:00.000+05:30,2026-08-26T01:16:00.000+05:30,LANDED,2026-08-22 02:00:00,B03,0
FL0124,SF1124,RT0081,AC0030,2026-08-27T21:31:00.000+05:30,2026-08-28T08:40:00.000+05:30,DELAYED,2026-08-22 03:00:00,A05,60
FL0125,SF1125,RT0091,AC0044,2026-08-15T07:26:00.000+05:30,2026-08-15T18:25:00.000+05:30,DEPARTED,2026-08-22 03:00:00,A02,0
FL0126,SF1126,RT0031,AC0028,2026-08-16T21:39:00.000+05:30,2026-08-17T15:28:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C01,0
FL0127,SF1127,RT0063,AC0047,2026-08-25T01:50:00.000+05:30,2026-08-25T22:23:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A03,0
FL0128,SF1128,RT0011,AC0008,2026-08-03T00:01:00.000+05:30,2026-08-03T02:42:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A03,0
FL0129,SF1129,RT0019,AC0017,2026-08-03T13:09:00.000+05:30,2026-08-03T19:43:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A02,0
FL0130,SF1130,RT0073,AC0037,2026-08-20T16:26:00.000+05:30,2026-08-21T04:22:00.000+05:30,BOARDING,2026-08-22 02:00:00,B04,0
FL0131,SF1131,RT0034,AC0019,2026-08-11T17:30:00.000+05:30,2026-08-12T03:49:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B04,0
FL0132,SF1132,RT0049,AC0013,2026-08-13T20:02:00.000+05:30,2026-08-14T01:15:00.000+05:30,BOARDING,2026-08-22 03:00:00,A03,0
FL0133,SF1133,RT0099,AC0036,2026-08-07T07:05:00.000+05:30,2026-08-07T12:57:00.000+05:30,DELAYED,2026-08-22 01:00:00,A05,90
FL0134,SF1134,RT0071,AC0026,2026-08-25T08:42:00.000+05:30,2026-08-25T21:23:00.000+05:30,BOARDING,2026-08-22 01:00:00,C02,0
FL0135,SF1135,RT0010,AC0047,2026-08-30T12:36:00.000+05:30,2026-08-31T01:50:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,A02,0
FL0136,SF1136,RT0032,AC0014,2026-08-20T00:00:00.000+05:30,2026-08-20T17:52:00.000+05:30,DEPARTED,2026-08-22 03:00:00,B04,0
FL0137,SF1137,RT0065,AC0010,2026-08-24T17:20:00.000+05:30,2026-08-25T05:48:00.000+05:30,CANCELLED,2026-08-22 03:00:00,C02,0
FL0138,SF1138,RT0041,AC0043,2026-08-24T07:55:00.000+05:30,2026-08-24T16:37:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B05,0
FL0139,SF1139,RT0099,AC0007,2026-08-21T12:04:00.000+05:30,2026-08-21T17:56:00.000+05:30,DELAYED,2026-08-22 01:00:00,B01,45
FL0140,SF1140,RT0062,AC0025,2026-08-29T23:49:00.000+05:30,2026-08-30T10:11:00.000+05:30,DELAYED,2026-08-22 03:00:00,A04,45
FL0141,SF1141,RT0014,AC0020,2026-08-21T23:30:00.000+05:30,2026-08-22T04:23:00.000+05:30,DEPARTED,2026-08-22 03:00:00,B04,0
FL0142,SF1142,RT0033,AC0031,2026-08-07T17:53:00.000+05:30,2026-08-08T06:05:00.000+05:30,DEPARTED,2026-08-22 03:00:00,C01,0
FL0143,SF1143,RT0023,AC0025,2026-08-02T16:54:00.000+05:30,2026-08-03T07:30:00.000+05:30,LANDED,2026-08-22 02:00:00,C02,0
FL0144,SF1144,RT0068,AC0041,2026-08-26T23:06:00.000+05:30,2026-08-27T05:16:00.000+05:30,DEPARTED,2026-08-22 02:00:00,C01,0
FL0145,SF1145,RT0011,AC0038,2026-08-13T12:44:00.000+05:30,2026-08-13T15:25:00.000+05:30,CANCELLED,2026-08-22 03:00:00,C05,0
FL0146,SF1146,RT0072,AC0004,2026-08-04T07:42:00.000+05:30,2026-08-04T20:58:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,A05,0
FL0147,SF1147,RT0093,AC0005,2026-08-15T14:49:00.000+05:30,2026-08-15T17:02:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,B03,0
FL0148,SF1148,RT0075,AC0047,2026-08-28T19:51:00.000+05:30,2026-08-29T06:01:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A03,0
FL0149,SF1149,RT0034,AC0019,2026-08-23T13:58:00.000+05:30,2026-08-24T00:17:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C02,0
FL0150,SF1150,RT0057,AC0032,2026-08-15T01:07:00.000+05:30,2026-08-15T09:11:00.000+05:30,DELAYED,2026-08-22 03:00:00,B03,45
FL0151,SF1151,RT0098,AC0047,2026-08-12T13:13:00.000+05:30,2026-08-12T17:05:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C03,0
FL0152,SF1152,RT0077,AC0016,2026-08-03T13:38:00.000+05:30,2026-08-04T02:51:00.000+05:30,DEPARTED,2026-08-22 01:00:00,A03,0
FL0153,SF1153,RT0028,AC0034,2026-08-24T12:05:00.000+05:30,2026-08-25T01:46:00.000+05:30,BOARDING,2026-08-22 02:00:00,A02,0
FL0154,SF1154,RT0051,AC0010,2026-08-06T18:41:00.000+05:30,2026-08-07T11:57:00.000+05:30,DELAYED,2026-08-22 02:00:00,A05,60
FL0155,SF1155,RT0095,AC0049,2026-08-26T06:11:00.000+05:30,2026-08-26T14:38:00.000+05:30,DELAYED,2026-08-22 02:00:00,C04,15
FL0156,SF1156,RT0066,AC0044,2026-08-19T04:18:00.000+05:30,2026-08-20T02:03:00.000+05:30,DELAYED,2026-08-22 03:00:00,C05,15
FL0157,SF1157,RT0079,AC0047,2026-08-13T00:55:00.000+05:30,2026-08-13T09:58:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,B02,0
FL0158,SF1158,RT0031,AC0017,2026-08-22T23:39:00.000+05:30,2026-08-23T17:28:00.000+05:30,DELAYED,2026-08-22 03:00:00,C03,120
FL0159,SF1159,RT0042,AC0021,2026-08-29T00:44:00.000+05:30,2026-08-29T19:45:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,A02,0
FL0160,SF1160,RT0063,AC0001,2026-08-04T03:28:00.000+05:30,2026-08-05T00:01:00.000+05:30,SCHEDULED,2026-08-22 01:00:00,A01,0
FL0161,SF1161,RT0091,AC0042,2026-08-03T20:10:00.000+05:30,2026-08-04T07:09:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,B02,0
FL0162,SF1162,RT0005,AC0010,2026-08-17T12:14:00.000+05:30,2026-08-18T13:57:00.000+05:30,LANDED,2026-08-22 03:00:00,A05,0
FL0163,SF1163,RT0015,AC0015,2026-08-19T08:18:00.000+05:30,2026-08-19T20:13:00.000+05:30,DEPARTED,2026-08-22 02:00:00,C03,0
FL0164,SF1164,RT0066,AC0017,2026-08-25T01:16:00.000+05:30,2026-08-25T23:01:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C04,0
FL0165,SF1165,RT0072,AC0016,2026-08-26T14:40:00.000+05:30,2026-08-27T03:56:00.000+05:30,CANCELLED,2026-08-22 02:00:00,B04,0
FL0166,SF1166,RT0006,AC0033,2026-08-10T19:03:00.000+05:30,2026-08-11T18:45:00.000+05:30,SCHEDULED,2026-08-22 02:00:00,C04,0
FL0167,SF1167,RT0013,AC0005,2026-08-22T05:21:00.000+05:30,2026-08-22T11:19:00.000+05:30,SCHEDULED,2026-08-22 03:00:00,B04,0
