booking_id,passenger_id,flight_id,booking_date,seat_class,booking_status,ticket_price,tax,discount,final_amount,payment_status
BK00027,PS00253,FL0194,2026-06-30T06:24:00.000+05:30,ECONOMY,CONFIRMED,3933,707.94,2000,2640.94,PAID
BK00028,PS00644,FL0065,2026-04-16T03:33:00.000+05:30,ECONOMY,CONFIRMED,7472,1344.96,1000,7816.96,PAID
BK00029,PS00952,FL0196,2026-05-06T00:36:00.000+05:30,ECONOMY,CONFIRMED,6511,1171.98,1500,6182.98,PAID
BK00030,PS00926,FL0128,2026-05-21T00:01:00.000+05:30,ECONOMY,CONFIRMED,4205,756.9,0,4961.9,PAID
BK00031,PS00664,FL0032,2026-06-06T00:14:00.000+05:30,ECONOMY,CONFIRMED,7365,1325.7,500,8190.7,PAID
BK00032,PS00291,FL0078,2026-04-24T14:17:00.000+05:30,ECONOMY,CONFIRMED,7582,1364.76,0,8946.76,PENDING
BK00033,PS00924,FL0140,2026-06-01T23:49:00.000+05:30,ECONOMY,PENDING,5997,1079.46,0,7076.46,PAID
BK00034,PS00068,FL0113,2026-07-15T11:26:00.000+05:30,ECONOMY,CONFIRMED,5430,977.4,500,5907.4,PAID
BK00035,PS00929,FL0141,2026-07-21T23:30:00.000+05:30,ECONOMY,CONFIRMED,3375,607.5,500,3482.5,PAID
BK00036,PS00865,FL0013,2026-07-27T01:09:00.000+05:30,ECONOMY,PENDING,3929,707.22,2000,2636.22,PAID
BK00037,PS00065,FL0029,2026-05-27T09:42:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,9241,1663.38,1000,9904.38,PAID
BK00038,PS00798,FL0105,2026-06-13T18:58:00.000+05:30,ECONOMY,CONFIRMED,6883,1238.94,1500,6621.94,PAID
BK00039,PS00981,FL0154,2026-06-17T18:41:00.000+05:30,ECONOMY,CONFIRMED,6349,1142.82,2000,5491.82,PAID
BK00040,PS00824,FL0057,2026-08-29T08:35:00.000+05:30,BUSINESS,CONFIRMED,15953,2871.54,1500,17324.54,PAID
BK00041,PS00781,FL0025,2026-07-24T17:16:00.000+05:30,FIRST,CONFIRMED,29250,5265.0,500,34015.0,PAID
BK00042,PS00502,FL0020,2026-08-08T17:18:00.000+05:30,ECONOMY,CONFIRMED,7366,1325.88,1000,7691.88,PAID
BK00043,PS00779,FL0010,2026-05-09T09:55:00.000+05:30,PREMIUM ECONOMY,PENDING,9607,1729.26,1000,10336.26,PAID
BK00044,PS00974,FL0066,2026-06-18T05:19:00.000+05:30,ECONOMY,CONFIRMED,5664,1019.52,1500,5183.52,PAID
BK00045,PS00860,FL0015,2026-08-10T01:50:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,10593,1906.74,1000,11499.74,REFUNDED
BK00046,PS00457,FL0191,2026-04-16T00:54:00.000+05:30,ECONOMY,CONFIRMED,4320,777.6,2000,3097.6,PAID
BK00047,PS00313,FL0190,2026-04-13T12:08:00.000+05:30,BUSINESS,CONFIRMED,20427,3676.86,1500,22603.86,PAID
BK00048,PS00755,FL0054,2026-05-30T10:45:00.000+05:30,BUSINESS,CONFIRMED,20847,3752.46,1500,23099.46,PAID
BK00049,PS00003,FL0086,2026-05-07T13:16:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,10776,1939.68,500,12215.68,PAID
BK00050,PS00192,FL0130,2026-06-07T16:26:00.000+05:30,ECONOMY,CONFIRMED,4544,817.92,500,4861.92,PAID
BK00051,PS00368,FL0002,2026-07-22T11:44:00.000+05:30,ECONOMY,CONFIRMED,5112,920.16,1500,4532.16,PAID
BK00052,PS00624,FL0040,2026-08-01T17:55:00.000+05:30,ECONOMY,CONFIRMED,5843,1051.74,2000,4894.74,PAID
BK00053,PS00248,FL0018,2026-06-10T15:36:00.000+05:30,FIRST,PENDING,37022,6663.96,500,43185.96,PAID
BK00054,PS00732,FL0133,2026-04-15T07:05:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,8123,1462.14,0,9585.14,PAID
BK00055,PS00830,FL0073,2026-04-17T20:34:00.000+05:30,ECONOMY,CONFIRMED,7143,1285.74,0,8428.74,PAID
BK00056,PS00654,FL0066,2026-07-29T05:19:00.000+05:30,ECONOMY,CONFIRMED,7539,1357.02,0,8896.02,PENDING
BK00057,PS00906,FL0119,2026-08-02T23:00:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,10157,1828.26,2000,9985.26,REFUNDED
BK00058,PS00346,FL0061,2026-05-29T22:34:00.000+05:30,ECONOMY,CONFIRMED,7113,1280.34,500,7893.34,PAID
BK00059,PS00762,FL0004,2026-07-02T03:45:00.000+05:30,ECONOMY,CONFIRMED,3512,632.16,2000,2144.16,PAID
BK00060,PS00460,FL0052,2026-06-24T12:14:00.000+05:30,BUSINESS,CONFIRMED,17201,3096.18,2000,18297.18,PAID
BK00061,PS00080,FL0174,2026-05-08T03:12:00.000+05:30,FIRST,CANCELLED,25564,4601.52,500,29665.52,PAID
BK00062,PS00016,FL0058,2026-07-28T08:10:00.000+05:30,ECONOMY,CONFIRMED,6231,1121.58,0,7352.58,PAID
BK00063,PS00691,FL0109,2026-07-07T05:41:00.000+05:30,ECONOMY,CONFIRMED,4656,838.08,0,5494.08,PAID
BK00064,PS00897,FL0035,2026-04-30T03:33:00.000+05:30,ECONOMY,CONFIRMED,3065,551.7,1000,2616.7,PAID
BK00065,PS00848,FL0192,2026-06-25T12:51:00.000+05:30,ECONOMY,PENDING,3887,699.66,2000,2586.66,PAID
BK00066,PS00469,FL0127,2026-05-06T01:50:00.000+05:30,ECONOMY,CONFIRMED,5561,1000.98,500,6061.98,PAID
BK00067,PS00433,FL0098,2026-05-29T19:28:00.000+05:30,ECONOMY,CONFIRMED,4085,735.3,2000,2820.3,PAID
BK00068,PS00445,FL0135,2026-05-13T12:36:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,9439,1699.02,0,11138.02,PENDING
BK00069,PS00626,FL0171,2026-06-11T15:42:00.000+05:30,ECONOMY,CONFIRMED,4695,845.1,1500,4040.1,PAID
BK00070,PS00848,FL0009,2026-06-27T01:29:00.000+05:30,ECONOMY,CONFIRMED,7048,1268.64,500,7816.64,PAID
BK00071,PS00170,FL0094,2026-07-09T06:12:00.000+05:30,ECONOMY,CONFIRMED,4380,788.4,1500,3668.4,PAID
BK00072,PS00519,FL0072,2026-07-23T10:20:00.000+05:30,ECONOMY,CONFIRMED,3469,624.42,1500,2593.42,PAID
BK00073,PS00415,FL0199,2026-06-04T14:46:00.000+05:30,BUSINESS,CONFIRMED,17794,3202.92,0,20996.92,PAID
BK00074,PS00244,FL0195,2026-06-21T21:13:00.000+05:30,ECONOMY,CONFIRMED,6200,1116.0,1500,5816.0,PAID
BK00075,PS00378,FL0171,2026-05-16T15:42:00.000+05:30,ECONOMY,CONFIRMED,3504,630.72,1000,3134.72,PAID
BK00076,PS00789,FL0195,2026-04-14T21:13:00.000+05:30,ECONOMY,CONFIRMED,4318,777.24,0,5095.24,PAID
BK00077,PS00329,FL0041,2026-06-20T01:48:00.000+05:30,ECONOMY,PENDING,4303,774.54,0,5077.54,PAID
BK00078,PS00572,FL0143,2026-05-06T16:54:00.000+05:30,ECONOMY,CONFIRMED,3854,693.72,0,4547.72,PAID
BK00079,PS00855,FL0034,2026-07-10T15:35:00.000+05:30,ECONOMY,CONFIRMED,6142,1105.56,0,7247.56,PENDING
BK00080,PS00011,FL0104,2026-05-19T13:10:00.000+05:30,ECONOMY,CONFIRMED,6357,1144.26,500,7001.26,PAID
BK00081,PS00758,FL0016,2026-07-10T06:12:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,11237,2022.66,500,12759.66,PENDING
BK00082,PS00953,FL0011,2026-06-05T00:09:00.000+05:30,ECONOMY,CONFIRMED,5514,992.52,500,6006.52,PAID
BK00083,PS00172,FL0141,2026-07-25T23:30:00.000+05:30,ECONOMY,CONFIRMED,6654,1197.72,0,7851.72,PAID
BK00084,PS00916,FL0200,2026-06-26T07:44:00.000+05:30,ECONOMY,PENDING,7083,1274.94,0,8357.94,PAID
BK00085,PS00264,FL0019,2026-05-09T01:43:00.000+05:30,ECONOMY,CANCELLED,6220,1119.6,500,6839.6,PAID
BK00086,PS00359,FL0014,2026-04-12T13:07:00.000+05:30,BUSINESS,CANCELLED,16191,2914.38,500,18605.38,PAID
BK00087,PS00829,FL0073,2026-05-06T20:34:00.000+05:30,ECONOMY,CONFIRMED,3511,631.98,500,3642.98,PAID
BK00088,PS00347,FL0026,2026-08-06T22:05:00.000+05:30,ECONOMY,CONFIRMED,7173,1291.14,2000,6464.14,PAID
BK00089,PS00313,FL0192,2026-04-18T12:51:00.000+05:30,ECONOMY,CONFIRMED,5600,1008.0,1500,5108.0,PAID
BK00090,PS00602,FL0110,2026-08-10T10:52:00.000+05:30,ECONOMY,CONFIRMED,7060,1270.8,1000,7330.8,PAID
BK00091,PS00283,FL0193,2026-04-25T01:05:00.000+05:30,ECONOMY,CONFIRMED,7414,1334.52,1500,7248.52,PAID
BK00092,PS00701,FL0021,2026-07-31T16:16:00.000+05:30,FIRST,CONFIRMED,35982,6476.76,0,42458.76,PAID
BK00093,PS00911,FL0128,2026-06-11T00:01:00.000+05:30,BUSINESS,CONFIRMED,24146,4346.28,1000,27492.28,PAID
BK00094,PS00936,FL0107,2026-07-03T02:22:00.000+05:30,ECONOMY,CONFIRMED,4857,874.26,0,5731.26,PAID
BK00095,PS00379,FL0151,2026-06-22T13:13:00.000+05:30,ECONOMY,CONFIRMED,6030,1085.4,0,7115.4,PAID
BK00096,PS00315,FL0184,2026-06-22T09:58:00.000+05:30,ECONOMY,CONFIRMED,4135,744.3,1000,3879.3,PAID
BK00097,PS00600,FL0168,2026-07-01T15:47:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,8726,1570.68,2000,8296.68,PAID
BK00098,PS00531,FL0132,2026-05-07T20:02:00.000+05:30,BUSINESS,CONFIRMED,20389,3670.02,1000,23059.02,PAID
BK00099,PS00173,FL0054,2026-07-12T10:45:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,10412,1874.16,1000,11286.16,PAID
BK00100,PS00541,FL0071,2026-08-21T13:39:00.000+05:30,ECONOMY,CONFIRMED,4155,747.9,1500,3402.9,PAID
BK00101,PS00385,FL0045,2026-04-26T16:40:00.000+05:30,ECONOMY,CONFIRMED,6128,1103.04,0,7231.04,PAID
BK00102,PS00314,FL0034,2026-04-17T15:35:00.000+05:30,ECONOMY,CONFIRMED,6427,1156.86,500,7083.86,PAID
BK00103,PS00258,FL0155,2026-07-02T06:11:00.000+05:30,ECONOMY,CONFIRMED,4219,759.42,500,4478.42,PAID
BK00104,PS00080,FL0063,2026-08-08T23:44:00.000+05:30,ECONOMY,CONFIRMED,7364,1325.52,1000,7689.52,PENDING
BK00105,PS00716,FL0074,2026-06-29T06:02:00.000+05:30,ECONOMY,CONFIRMED,3258,586.44,500,3344.44,PAID
BK00106,PS00561,FL0078,2026-06-06T14:17:00.000+05:30,ECONOMY,CONFIRMED,3808,685.44,2000,2493.44,PAID
BK00107,PS00551,FL0125,2026-04-25T07:26:00.000+05:30,ECONOMY,CONFIRMED,4043,727.74,0,4770.74,PAID
BK00108,PS00337,FL0156,2026-04-24T04:18:00.000+05:30,BUSINESS,CONFIRMED,23236,4182.48,0,27418.48,PAID
BK00109,PS00518,FL0113,2026-06-22T11:26:00.000+05:30,ECONOMY,CONFIRMED,5770,1038.6,0,6808.6,PAID
BK00110,PS00144,FL0197,2026-06-18T20:31:00.000+05:30,ECONOMY,CONFIRMED,5063,911.34,1500,4474.34,PAID
BK00111,PS00325,FL0149,2026-05-10T13:58:00.000+05:30,PREMIUM ECONOMY,PENDING,9189,1654.02,1000,9843.02,PAID
BK00112,PS00882,FL0005,2026-07-14T10:57:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,10893,1960.74,2000,10853.74,PAID
BK00113,PS00283,FL0170,2026-05-07T02:40:00.000+05:30,ECONOMY,CONFIRMED,5907,1063.26,0,6970.26,PAID
BK00114,PS00169,FL0087,2026-07-28T17:39:00.000+05:30,ECONOMY,CONFIRMED,6093,1096.74,1000,6189.74,PAID
BK00115,PS00924,FL0162,2026-06-26T12:14:00.000+05:30,ECONOMY,CANCELLED,4808,865.44,1000,4673.44,PAID
BK00116,PS00839,FL0029,2026-05-13T09:42:00.000+05:30,ECONOMY,CONFIRMED,5068,912.24,2000,3980.24,PAID
BK00117,PS00337,FL0035,2026-05-14T03:33:00.000+05:30,BUSINESS,CONFIRMED,23655,4257.9,2000,25912.9,PAID
BK00118,PS00421,FL0011,2026-07-18T00:09:00.000+05:30,ECONOMY,PENDING,4942,889.56,1000,4831.56,PAID
BK00119,PS00801,FL0057,2026-05-12T08:35:00.000+05:30,ECONOMY,PENDING,7418,1335.24,500,8253.24,PAID
BK00120,PS00242,FL0056,2026-05-05T11:12:00.000+05:30,ECONOMY,CONFIRMED,3221,579.78,0,3800.78,PAID
BK00121,PS00725,FL0194,2026-06-22T06:24:00.000+05:30,ECONOMY,CONFIRMED,3033,545.94,2000,1578.94,PAID
BK00122,PS00322,FL0099,2026-07-05T13:57:00.000+05:30,ECONOMY,CONFIRMED,3687,663.66,2000,2350.66,PAID
BK00123,PS00160,FL0196,2026-06-01T00:36:00.000+05:30,ECONOMY,CONFIRMED,3268,588.24,0,3856.24,PAID
BK00124,PS00488,FL0115,2026-06-01T21:48:00.000+05:30,BUSINESS,CONFIRMED,21748,3914.64,2000,23662.64,PAID
BK00125,PS00616,FL0139,2026-06-13T12:04:00.000+05:30,ECONOMY,PENDING,6317,1137.06,1000,6454.06,PAID
BK00126,PS00168,FL0025,2026-06-13T17:16:00.000+05:30,ECONOMY,CONFIRMED,7632,1373.76,1000,8005.76,PAID
BK00127,PS00989,FL0167,2026-05-19T05:21:00.000+05:30,ECONOMY,CONFIRMED,5602,1008.36,0,6610.36,PAID
BK00128,PS00340,FL0034,2026-07-19T15:35:00.000+05:30,BUSINESS,PENDING,22114,3980.52,2000,24094.52,PAID
BK00129,PS00451,FL0087,2026-06-11T17:39:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,11237,2022.66,1000,12259.66,PAID
BK00130,PS00541,FL0157,2026-04-16T00:55:00.000+05:30,ECONOMY,CONFIRMED,5179,932.22,500,5611.22,PAID
BK00131,PS00385,FL0121,2026-06-22T05:51:00.000+05:30,ECONOMY,CONFIRMED,6000,1080.0,1500,5580.0,PAID
BK00132,PS00694,FL0046,2026-06-19T20:49:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,11617,2091.06,1500,12208.06,PENDING
BK00133,PS00952,FL0159,2026-06-20T00:44:00.000+05:30,ECONOMY,CONFIRMED,3942,709.56,1000,3651.56,PAID
BK00134,PS00304,FL0075,2026-06-24T02:42:00.000+05:30,ECONOMY,CANCELLED,6708,1207.44,2000,5915.44,PENDING
BK00135,PS00388,FL0106,2026-05-22T09:14:00.000+05:30,ECONOMY,CONFIRMED,3185,573.3,1000,2758.3,PAID
BK00136,PS00943,FL0055,2026-04-19T04:48:00.000+05:30,ECONOMY,CANCELLED,3921,705.78,1500,3126.78,PAID
BK00137,PS00077,FL0187,2026-07-20T10:08:00.000+05:30,ECONOMY,CONFIRMED,4968,894.24,500,5362.24,PAID
BK00138,PS00215,FL0046,2026-07-08T20:49:00.000+05:30,ECONOMY,CONFIRMED,7668,1380.24,2000,7048.24,PAID
BK00139,PS00866,FL0028,2026-07-31T20:11:00.000+05:30,ECONOMY,CONFIRMED,6832,1229.76,1000,7061.76,PAID
BK00140,PS00346,FL0045,2026-07-25T16:40:00.000+05:30,ECONOMY,CONFIRMED,3652,657.36,500,3809.36,PENDING
BK00141,PS00224,FL0142,2026-05-15T17:53:00.000+05:30,ECONOMY,CONFIRMED,3428,617.04,0,4045.04,PAID
BK00142,PS00993,FL0016,2026-06-25T06:12:00.000+05:30,ECONOMY,CONFIRMED,5251,945.18,1000,5196.18,PAID
BK00143,PS00490,FL0020,2026-06-04T17:18:00.000+05:30,BUSINESS,CONFIRMED,21284,3831.12,2000,23115.12,PAID
BK00144,PS00955,FL0001,2026-08-14T23:23:00.000+05:30,ECONOMY,PENDING,7408,1333.44,2000,6741.44,PAID
BK00145,PS01000,FL0199,2026-06-23T14:46:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,10481,1886.58,500,11867.58,PAID
BK00146,PS00562,FL0139,2026-08-04T12:04:00.000+05:30,ECONOMY,CONFIRMED,6802,1224.36,1000,7026.36,PAID
BK00147,PS00236,FL0139,2026-07-28T12:04:00.000+05:30,BUSINESS,CONFIRMED,22943,4129.74,1500,25572.74,PAID
BK00148,PS00138,FL0189,2026-07-29T10:48:00.000+05:30,ECONOMY,CONFIRMED,5284,951.12,0,6235.12,PAID
BK00149,PS00976,FL0043,2026-06-15T12:42:00.000+05:30,ECONOMY,CONFIRMED,5671,1020.78,2000,4691.78,PAID
BK00150,PS00360,FL0164,2026-08-06T01:16:00.000+05:30,ECONOMY,CONFIRMED,5130,923.4,0,6053.4,PENDING
BK00151,PS00489,FL0157,2026-04-30T00:55:00.000+05:30,ECONOMY,CONFIRMED,6898,1241.64,0,8139.64,PAID
BK00152,PS00255,FL0183,2026-08-08T22:19:00.000+05:30,ECONOMY,PENDING,5256,946.08,1500,4702.08,PAID
BK00153,PS00637,FL0115,2026-07-01T21:48:00.000+05:30,BUSINESS,CONFIRMED,20311,3655.98,1000,22966.98,PAID
BK00154,PS00217,FL0012,2026-05-19T23:44:00.000+05:30,FIRST,PENDING,38470,6924.6,0,45394.6,PAID
BK00155,PS00561,FL0050,2026-08-05T22:38:00.000+05:30,ECONOMY,CONFIRMED,5374,967.32,500,5841.32,PENDING
BK00156,PS00541,FL0002,2026-04-25T11:44:00.000+05:30,FIRST,CONFIRMED,29622,5331.96,500,34453.96,PENDING
BK00157,PS00371,FL0098,2026-07-02T19:28:00.000+05:30,ECONOMY,CONFIRMED,4126,742.68,0,4868.68,PAID
BK00158,PS00357,FL0160,2026-05-30T03:28:00.000+05:30,ECONOMY,PENDING,6478,1166.04,1000,6644.04,PAID
BK00159,PS00750,FL0166,2026-06-09T19:03:00.000+05:30,ECONOMY,CONFIRMED,3568,642.24,1500,2710.24,PAID
BK00160,PS00524,FL0054,2026-04-29T10:45:00.000+05:30,ECONOMY,CONFIRMED,5401,972.18,500,5873.18,PAID
BK00161,PS00509,FL0020,2026-06-06T17:18:00.000+05:30,ECONOMY,CONFIRMED,4426,796.68,0,5222.68,PAID
BK00162,PS00065,FL0064,2026-06-21T02:15:00.000+05:30,ECONOMY,CONFIRMED,3157,568.26,0,3725.26,PENDING
BK00163,PS00162,FL0168,2026-07-05T15:47:00.000+05:30,BUSINESS,CONFIRMED,21981,3956.58,500,25437.58,PAID
BK00164,PS00860,FL0060,2026-04-23T10:13:00.000+05:30,ECONOMY,CONFIRMED,6411,1153.98,1500,6064.98,PAID
BK00165,PS00630,FL0174,2026-07-17T03:12:00.000+05:30,ECONOMY,CONFIRMED,6110,1099.8,500,6709.8,PENDING
BK00166,PS00008,FL0031,2026-04-29T06:23:00.000+05:30,BUSINESS,CONFIRMED,21809,3925.62,2000,23734.62,PAID
BK00167,PS00357,FL0086,2026-04-27T13:16:00.000+05:30,ECONOMY,PENDING,3342,601.56,1500,2443.56,PAID
BK00168,PS00381,FL0154,2026-06-02T18:41:00.000+05:30,ECONOMY,CONFIRMED,4530,815.4,500,4845.4,PAID
BK00169,PS00644,FL0099,2026-04-15T13:57:00.000+05:30,ECONOMY,CONFIRMED,4309,775.62,2000,3084.62,PAID
BK00170,PS00614,FL0091,2026-07-02T21:07:00.000+05:30,ECONOMY,CONFIRMED,7395,1331.1,1500,7226.1,PAID
BK00171,PS00117,FL0089,2026-07-02T02:36:00.000+05:30,ECONOMY,CONFIRMED,3928,707.04,2000,2635.04,PAID
BK00172,PS00574,FL0043,2026-04-19T12:42:00.000+05:30,PREMIUM ECONOMY,PENDING,8766,1577.88,500,9843.88,PAID
BK00173,PS00283,FL0096,2026-08-21T20:50:00.000+05:30,ECONOMY,CONFIRMED,6901,1242.18,0,8143.18,PAID
BK00174,PS00435,FL0085,2026-07-15T06:23:00.000+05:30,ECONOMY,CONFIRMED,6327,1138.86,2000,5465.86,PAID
BK00175,PS00811,FL0025,2026-05-22T17:16:00.000+05:30,ECONOMY,CONFIRMED,4760,856.8,1500,4116.8,PAID
BK00176,PS00138,FL0175,2026-08-02T20:18:00.000+05:30,PREMIUM ECONOMY,PENDING,10886,1959.48,500,12345.48,PAID
BK00177,PS00031,FL0025,2026-07-31T17:16:00.000+05:30,BUSINESS,CONFIRMED,15710,2827.8,2000,16537.8,PAID
BK00178,PS00489,FL0157,2026-06-06T00:55:00.000+05:30,ECONOMY,CONFIRMED,4086,735.48,0,4821.48,PAID
BK00179,PS00021,FL0164,2026-05-12T01:16:00.000+05:30,ECONOMY,CONFIRMED,6404,1152.72,1500,6056.72,PAID
BK00180,PS00505,FL0026,2026-06-04T22:05:00.000+05:30,ECONOMY,CONFIRMED,3925,706.5,2000,2631.5,PAID
BK00181,PS00556,FL0028,2026-05-15T20:11:00.000+05:30,BUSINESS,CONFIRMED,24033,4325.94,500,27858.94,PAID
BK00182,PS00766,FL0197,2026-06-20T20:31:00.000+05:30,ECONOMY,CONFIRMED,7070,1272.6,0,8342.6,PAID
BK00183,PS00973,FL0173,2026-05-11T09:11:00.000+05:30,BUSINESS,CONFIRMED,16030,2885.4,500,18415.4,PAID
BK00184,PS00672,FL0149,2026-07-07T13:58:00.000+05:30,ECONOMY,CONFIRMED,6048,1088.64,1500,5636.64,PAID
BK00185,PS00592,FL0115,2026-05-21T21:48:00.000+05:30,ECONOMY,CONFIRMED,7589,1366.02,0,8955.02,PAID
BK00186,PS00557,FL0140,2026-06-12T23:49:00.000+05:30,ECONOMY,CONFIRMED,3521,633.78,1000,3154.78,PAID
BK00187,PS00593,FL0061,2026-05-27T22:34:00.000+05:30,BUSINESS,CONFIRMED,13709,2467.62,0,16176.62,PAID
BK00188,PS00177,FL0163,2026-05-04T08:18:00.000+05:30,ECONOMY,CONFIRMED,3266,587.88,1000,2853.88,PAID
BK00189,PS00814,FL0004,2026-06-02T03:45:00.000+05:30,ECONOMY,PENDING,5090,916.2,1500,4506.2,PAID
BK00190,PS00511,FL0060,2026-07-06T10:13:00.000+05:30,ECONOMY,CONFIRMED,6062,1091.16,1000,6153.16,PAID
BK00191,PS00658,FL0016,2026-06-25T06:12:00.000+05:30,ECONOMY,CONFIRMED,6467,1164.06,2000,5631.06,PENDING
BK00192,PS00533,FL0122,2026-07-30T06:56:00.000+05:30,ECONOMY,PENDING,6917,1245.06,1500,6662.06,PAID
BK00193,PS00863,FL0116,2026-08-16T12:06:00.000+05:30,ECONOMY,CONFIRMED,7892,1420.56,1500,7812.56,PAID
BK00194,PS00141,FL0071,2026-06-08T13:39:00.000+05:30,ECONOMY,CONFIRMED,3209,577.62,1500,2286.62,PAID
BK00195,PS00226,FL0081,2026-05-06T20:53:00.000+05:30,ECONOMY,CONFIRMED,5425,976.5,1000,5401.5,PAID
BK00196,PS00858,FL0182,2026-05-28T15:10:00.000+05:30,BUSINESS,CONFIRMED,14433,2597.94,0,17030.94,PAID
BK00197,PS00828,FL0036,2026-07-26T16:28:00.000+05:30,ECONOMY,CONFIRMED,4335,780.3,500,4615.3,PAID
BK00198,PS00265,FL0189,2026-05-10T10:48:00.000+05:30,ECONOMY,CONFIRMED,5608,1009.44,1500,5117.44,PENDING
BK00199,PS00162,FL0070,2026-05-18T01:52:00.000+05:30,ECONOMY,CONFIRMED,7667,1380.06,2000,7047.06,PAID
BK00200,PS00041,FL0007,2026-07-14T19:26:00.000+05:30,ECONOMY,CONFIRMED,4311,775.98,1000,4086.98,PAID
BK00201,PS00213,FL0188,2026-05-03T03:01:00.000+05:30,ECONOMY,CONFIRMED,4886,879.48,500,5265.48,PAID
BK00202,PS00595,FL0119,2026-08-12T23:00:00.000+05:30,PREMIUM ECONOMY,CONFIRMED,8019,1443.42,1000,8462.42,PAID
