booking_id,passenger_id,flight_id,booking_date,seat_class,booking_status,ticket_price,tax,discount,final_amount,payment_status
BK00064,PS00660,FL0079,2026-04-27 06:37:00,Economy,Confirmed,3241,583.38,0,3824.38,Paid
BK00065,PS00566,FL0099,2026-08-15 07:40:00,Economy,Cancelled,7606,1369.08,2000,6975.08,Paid
BK00066,PS00381,FL0130,2026-04-21 20:06:00,Economy,Confirmed,7235,1302.3,500,8037.299999999999,Pending
BK00067,PS00458,FL0121,2026-08-12 12:40:00,Economy,Pending,4804,864.72,1500,4168.72,Paid
BK00068,PS00612,FL0144,2026-04-11 13:04:00,Business,Confirmed,21721,3909.78,1500,24130.78,Pending
BK00069,PS00070,FL0077,2026-05-16 00:26:00,Economy,Confirmed,5482,986.76,0,6468.76,Paid
BK00070,PS00815,FL0062,2026-06-28 15:03:00,Economy,Confirmed,6210,1117.8,500,6827.8,Paid
BK00071,PS00614,FL0020,2026-07-10 09:31:00,Economy,Confirmed,3501,630.18,1000,3131.1800000000003,Paid
BK00072,PS00567,FL0128,2026-06-23 15:49:00,First,Confirmed,37270,6708.6,2000,41978.6,Paid
BK00073,PS00402,FL0051,2026-06-25 12:34:00,First,Cancelled,36254,6525.72,0,42779.72,Paid
BK00074,PS00369,FL0039,2026-07-27 16:07:00,Economy,Confirmed,7972,1434.96,2000,7406.959999999999,Paid
BK00075,PS00106,FL0143,2026-07-07 11:04:00,Business,Confirmed,14703,2646.54,1000,16349.54,Paid
BK00076,PS00432,FL0170,2026-06-01 12:08:00,Economy,Confirmed,4192,754.56,2000,2946.5599999999995,Pending
BK00077,PS00241,FL0190,2026-06-11 03:45:00,Premium Economy,Confirmed,11384,2049.12,1500,11933.119999999999,Paid
BK00078,PS00720,FL0063,2026-06-05 14:45:00,Economy,Confirmed,4427,796.86,500,4723.86,Pending
BK00079,PS00209,FL0077,2026-07-03 00:26:00,Economy,Cancelled,7444,1339.92,0,8783.92,Paid
BK00080,PS00873,FL0162,2026-07-06 03:58:00,Economy,Confirmed,6630,1193.4,1000,6823.4,Paid
BK00081,PS00030,FL0088,2026-05-17 20:23:00,Economy,Confirmed,6478,1166.04,1000,6644.04,Paid
BK00082,PS00095,FL0192,2026-08-13 01:08:00,Economy,Confirmed,6214,1118.52,1000,6332.52,Paid
BK00083,PS00267,FL0128,2026-05-03 15:49:00,Premium Economy,Pending,8660,1558.8,2000,8218.8,Paid
BK00084,PS00845,FL0181,2026-04-19 04:53:00,First,Confirmed,39257,7066.26,500,45823.26,Paid
BK00085,PS00877,FL0120,2026-08-06 09:57:00,Economy,Pending,4639,835.02,2000,3474.0200000000004,Paid
BK00086,PS00777,FL0181,2026-07-13 04:53:00,Economy,Cancelled,3345,602.1,1000,2947.1,Paid
BK00087,PS00759,FL0007,2026-05-11 21:02:00,Economy,Confirmed,7262,1307.16,1500,7069.16,Refunded
BK00088,PS00713,FL0163,2026-04-22 00:58:00,Economy,Confirmed,6447,1160.46,0,7607.46,Pending
BK00089,PS00099,FL0111,2026-04-26 02:49:00,Economy,Cancelled,5890,1060.2,0,6950.2,Paid
BK00090,PS00840,FL0191,2026-07-29 11:28:00,Business,Confirmed,23859,4294.62,2000,26153.62,Paid
BK00091,PS00416,FL0055,2026-05-30 13:47:00,Premium Economy,Pending,11601,2088.18,500,13189.18,Pending
BK00092,PS00668,FL0108,2026-07-24 00:15:00,Economy,Confirmed,3970,714.6,1000,3684.6000000000004,Paid
BK00093,PS00983,FL0198,2026-06-13 04:24:00,Economy,Cancelled,6730,1211.4,2000,5941.4,Paid
BK00094,PS00097,FL0200,2026-06-03 20:13:00,Economy,Pending,5928,1067.04,0,6995.04,Paid
BK00095,PS00884,FL0050,2026-06-21 20:22:00,Economy,Confirmed,5548,998.64,1000,5546.64,Paid
BK00096,PS00413,FL0171,2026-08-01 05:03:00,Premium Economy,Confirmed,10167,1830.06,500,11497.06,Paid
BK00097,PS00002,FL0044,2026-08-14 17:08:00,Economy,Confirmed,6807,1225.26,500,7532.26,Paid
BK00098,PS00123,FL0138,2026-08-21 23:02:00,Business,Confirmed,21567,3882.06,2000,23449.06,Pending
BK00099,PS00463,FL0072,2026-05-20 17:37:00,First,Confirmed,39886,7179.48,0,47065.479999999996,Pending
BK00100,PS00882,FL0145,2026-05-03 18:47:00,Economy,Confirmed,7492,1348.56,500,8340.56,Paid
BK00101,PS00542,FL0094,2026-07-02 00:32:00,Premium Economy,Cancelled,9682,1742.76,1000,10424.76,Paid
BK00102,PS00083,FL0091,2026-06-30 18:42:00,First,Confirmed,39459,7102.62,1000,45561.62,Paid
BK00103,PS00825,FL0082,2026-08-13 08:26:00,Economy,Confirmed,4446,800.28,1500,3746.2799999999997,Paid
BK00104,PS00726,FL0158,2026-07-24 12:48:00,Economy,Confirmed,7062,1271.16,1500,6833.16,Paid
BK00105,PS00651,FL0200,2026-08-13 20:13:00,Business,Confirmed,24751,4455.18,1500,27706.18,Paid
BK00106,PS00090,FL0117,2026-06-12 18:39:00,Economy,Confirmed,5217,939.06,1500,4656.0599999999995,Paid
BK00107,PS00020,FL0075,2026-05-12 02:47:00,Economy,Confirmed,6476,1165.68,2000,5641.68,Paid
BK00108,PS00757,FL0180,2026-05-04 15:18:00,Economy,Confirmed,4174,751.32,1000,3925.3199999999997,Paid
BK00109,PS00644,FL0035,2026-06-01 06:28:00,Economy,Confirmed,4159,748.62,2000,2907.62,Paid
BK00110,PS00198,FL0078,2026-07-22 03:40:00,Economy,Confirmed,7646,1376.28,2000,7022.280000000001,Paid
BK00111,PS00133,FL0191,2026-06-14 11:28:00,Economy,Confirmed,6749,1214.82,0,7963.82,Paid
BK00112,PS00503,FL0179,2026-08-04 05:24:00,Economy,Confirmed,3211,577.98,1000,2788.98,Paid
BK00113,PS00101,FL0008,2026-07-11 06:29:00,Economy,Confirmed,7742,1393.56,1500,7635.5599999999995,Paid
BK00114,PS00262,FL0181,2026-06-19 04:53:00,Economy,Confirmed,3798,683.64,1500,2981.6400000000003,Paid
BK00115,PS00688,FL0008,2026-04-14 06:29:00,Economy,Confirmed,5335,960.3,500,5795.3,Paid
BK00116,PS00810,FL0141,2026-07-04 17:46:00,Business,Confirmed,21253,3825.54,1000,24078.54,Paid
BK00117,PS00802,FL0175,2026-07-15 21:09:00,Economy,Confirmed,6855,1233.9,2000,6088.9,Paid
BK00118,PS00193,FL0111,2026-05-27 02:49:00,Economy,Confirmed,7090,1276.2,1000,7366.200000000001,Paid
BK00119,PS00154,FL0194,2026-08-04 00:50:00,Business,Confirmed,13488,2427.84,1500,14415.84,Paid
BK00120,PS00700,FL0110,2026-07-31 23:09:00,First,Confirmed,31136,5604.48,1000,35740.479999999996,Paid
BK00121,PS00378,FL0175,2026-05-22 21:09:00,Economy,Confirmed,4864,875.52,500,5239.52,Paid
BK00122,PS00363,FL0097,2026-07-03 02:43:00,Business,Confirmed,20014,3602.52,1000,22616.52,Paid
BK00123,PS00034,FL0097,2026-07-10 02:43:00,Economy,Confirmed,4882,878.76,0,5760.76,Paid
BK00124,PS00425,FL0017,2026-05-22 23:37:00,Economy,Confirmed,7560,1360.8,0,8920.8,Pending
BK00125,PS00216,FL0167,2026-04-20 14:12:00,Economy,Confirmed,7361,1324.98,1500,7185.98,Paid
BK00126,PS00058,FL0129,2026-07-06 14:26:00,Business,Confirmed,13051,2349.18,1000,14400.18,Paid
BK00127,PS00949,FL0133,2026-06-04 20:19:00,Business,Confirmed,23155,4167.9,1500,25822.9,Paid
BK00128,PS00330,FL0118,2026-08-04 07:09:00,Economy,Confirmed,7431,1337.58,2000,6768.58,Pending
BK00129,PS00115,FL0116,2026-06-26 20:26:00,Business,Confirmed,19872,3576.96,500,22948.96,Paid
BK00130,PS00447,FL0025,2026-06-15 12:25:00,Economy,Confirmed,3446,620.28,2000,2066.2799999999997,Paid
BK00131,PS00202,FL0171,2026-05-30 05:03:00,Economy,Confirmed,7002,1260.36,1000,7262.360000000001,Paid
BK00132,PS00697,FL0162,2026-06-24 03:58:00,Economy,Pending,5397,971.46,2000,4368.46,Paid
BK00133,PS00178,FL0184,2026-06-09 17:10:00,Economy,Cancelled,5622,1011.96,0,6633.96,Paid
BK00134,PS00353,FL0035,2026-07-20 06:28:00,Economy,Confirmed,3498,629.64,500,3627.6400000000003,Paid
BK00135,PS00502,FL0107,2026-05-14 04:38:00,Economy,Confirmed,5768,1038.24,0,6806.24,Pending
BK00136,PS00736,FL0025,2026-05-08 12:25:00,Economy,Confirmed,5173,931.14,1000,5104.14,Paid
BK00137,PS00936,FL0043,2026-06-25 18:47:00,Economy,Confirmed,3970,714.6,1000,3684.6000000000004,Paid
BK00138,PS00687,FL0178,2026-08-04 05:45:00,First,Confirmed,32541,5857.38,1500,36898.38,Paid
BK00139,PS00061,FL0131,2026-07-11 17:22:00,Economy,Cancelled,6903,1242.54,1500,6645.54,Paid
BK00140,PS00567,FL0091,2026-08-07 18:42:00,Economy,Cancelled,4635,834.3,2000,3469.3,Paid
BK00141,PS00042,FL0137,2026-05-27 10:49:00,Economy,Confirmed,3158,568.44,0,3726.44,Paid
BK00142,PS00136,FL0141,2026-06-23 17:46:00,Economy,Pending,4526,814.68,0,5340.68,Pending
BK00143,PS00188,FL0068,2026-04-29 12:55:00,Economy,Confirmed,6543,1177.74,1500,6220.74,Paid
BK00144,PS00194,FL0166,2026-05-01 05:16:00,First,Confirmed,35787,6441.66,0,42228.66,Paid
BK00145,PS00572,FL0177,2026-05-24 13:39:00,Premium Economy,Confirmed,9606,1729.08,1000,10335.08,Paid
BK00146,PS00779,FL0011,2026-08-22 11:29:00,Premium Economy,Confirmed,9685,1743.3,2000,9428.3,Paid
BK00147,PS00852,FL0086,2026-04-23 09:13:00,Economy,Confirmed,3173,571.14,1000,2744.14,Paid
BK00148,PS00852,FL0197,2026-07-25 21:29:00,Business,Confirmed,18001,3240.18,0,21241.18,Paid
BK00149,PS00697,FL0010,2026-07-05 08:16:00,First,Confirmed,38572,6942.96,2000,43514.96,Pending
BK00150,PS00181,FL0194,2026-06-12 00:50:00,Economy,Confirmed,6349,1142.82,1000,6491.82,Paid
BK00151,PS00964,FL0119,2026-07-18 21:39:00,Economy,Confirmed,6946,1250.28,1500,6696.280000000001,Paid
BK00152,PS00470,FL0099,2026-07-03 07:40:00,Economy,Confirmed,3952,711.36,2000,2663.3599999999997,Paid
BK00153,PS00284,FL0048,2026-06-03 14:03:00,Economy,Confirmed,3992,718.56,500,4210.5599999999995,Paid
BK00154,PS00619,FL0058,2026-05-21 20:24:00,Economy,Confirmed,7794,1402.92,1500,7696.92,Paid
BK00155,PS00916,FL0132,2026-06-26 04:23:00,Economy,Confirmed,3674,661.32,1000,3335.3199999999997,Paid
BK00156,PS00205,FL0076,2026-05-28 04:55:00,Economy,Confirmed,6133,1103.94,500,6736.9400000000005,Paid
BK00157,PS00202,FL0007,2026-05-30 21:02:00,Economy,Confirmed,6588,1185.84,1000,6773.84,Paid
BK00158,PS00585,FL0004,2026-07-25 20:30:00,Business,Confirmed,21572,3882.96,1000,24454.96,Paid
BK00159,PS00935,FL0140,2026-07-03 18:54:00,Business,Confirmed,15924,2866.32,2000,16790.32,Pending
BK00160,PS00913,FL0032,2026-06-30 17:00:00,Business,Confirmed,22801,4104.18,1000,25905.18,Paid
BK00161,PS00461,FL0038,2026-06-01 19:43:00,Business,Confirmed,12244,2203.92,2000,12447.92,Paid
BK00162,PS00112,FL0184,2026-05-25 17:10:00,Economy,Confirmed,4701,846.18,500,5047.18,Paid
BK00163,PS00608,FL0034,2026-05-04 08:39:00,Economy,Confirmed,7047,1268.46,0,8315.46,Paid
BK00164,PS00872,FL0131,2026-07-13 17:22:00,Economy,Confirmed,6744,1213.92,500,7457.92,Paid
BK00165,PS00799,FL0124,2026-04-29 10:29:00,First,Confirmed,27499,4949.82,1500,30948.82,Paid
BK00166,PS00432,FL0200,2026-04-29 20:13:00,Economy,Confirmed,5074,913.32,1000,4987.32,Paid
BK00167,PS00748,FL0157,2026-06-27 07:48:00,Business,Confirmed,21527,3874.86,2000,23401.86,Paid
BK00168,PS00047,FL0072,2026-06-03 17:37:00,Economy,Confirmed,6113,1100.34,2000,5213.34,Paid
BK00169,PS00164,FL0087,2026-07-09 11:44:00,Economy,Confirmed,7344,1321.92,2000,6665.92,Paid
BK00170,PS00505,FL0088,2026-05-15 20:23:00,First,Confirmed,31147,5606.46,2000,34753.46,Paid
BK00171,PS00059,FL0193,2026-06-28 17:24:00,Economy,Cancelled,4599,827.82,0,5426.82,Paid
BK00172,PS00298,FL0063,2026-05-16 14:45:00,Business,Confirmed,20212,3638.16,2000,21850.16,Refunded
BK00173,PS00260,FL0124,2026-07-13 10:29:00,Economy,Confirmed,5319,957.42,2000,4276.42,Paid
BK00174,PS00265,FL0145,2026-05-20 18:47:00,Economy,Confirmed,6743,1213.74,0,7956.74,Paid
BK00175,PS00725,FL0079,2026-07-02 06:37:00,First,Confirmed,31766,5717.88,2000,35483.88,Paid
BK00176,PS00546,FL0173,2026-05-31 08:02:00,First,Confirmed,33588,6045.84,1000,38633.84,Paid
BK00177,PS00164,FL0028,2026-05-24 14:58:00,Economy,Confirmed,6454,1161.72,0,7615.72,Paid
BK00178,PS00642,FL0044,2026-06-12 17:08:00,Economy,Confirmed,5264,947.52,1000,5211.52,Paid
BK00179,PS00491,FL0156,2026-06-26 05:36:00,Economy,Confirmed,6790,1222.2,1500,6512.2,Paid
BK00180,PS00504,FL0098,2026-07-17 18:17:00,Economy,Confirmed,3858,694.44,1000,3552.4400000000005,Paid
BK00181,PS00744,FL0099,2026-06-04 07:40:00,Economy,Confirmed,5105,918.9,500,5523.9,Paid
BK00182,PS00713,FL0151,2026-05-11 09:53:00,Economy,Confirmed,7919,1425.42,500,8844.42,Paid
BK00183,PS00666,FL0157,2026-05-30 07:48:00,First,Confirmed,39540,7117.2,0,46657.2,Pending
BK00184,PS00519,FL0175,2026-05-01 21:09:00,Economy,Confirmed,3997,719.46,1500,3216.46,Paid
BK00185,PS00186,FL0192,2026-05-19 01:08:00,First,Confirmed,25960,4672.8,1500,29132.8,Paid
BK00186,PS00463,FL0079,2026-05-12 06:37:00,Business,Confirmed,20298,3653.64,500,23451.64,Paid
BK00187,PS00555,FL0175,2026-07-11 21:09:00,Premium Economy,Confirmed,9988,1797.84,0,11785.84,Paid
BK00188,PS00585,FL0073,2026-05-31 18:43:00,Business,Cancelled,17220,3099.6,500,19819.6,Paid
BK00189,PS00438,FL0052,2026-07-10 12:00:00,Economy,Confirmed,7081,1274.58,1000,7355.58,Paid
BK00190,PS00783,FL0013,2026-05-16 04:42:00,Economy,Confirmed,3784,681.12,1000,3465.12,Paid
BK00191,PS00585,FL0095,2026-07-27 21:40:00,Economy,Confirmed,4788,861.84,500,5149.84,Paid
BK00192,PS00359,FL0144,2026-05-09 13:04:00,Premium Economy,Pending,10356,1864.08,1500,10720.08,Paid
BK00193,PS00299,FL0016,2026-06-26 20:33:00,Economy,Confirmed,7973,1435.14,1000,8408.14,Paid
BK00194,PS00327,FL0158,2026-05-08 12:48:00,Premium Economy,Confirmed,11969,2154.42,1500,12623.42,Paid
BK00195,PS00575,FL0029,2026-04-24 01:58:00,Economy,Cancelled,7065,1271.7,1500,6836.700000000001,Paid
BK00196,PS00132,FL0135,2026-06-15 14:31:00,Business,Confirmed,20967,3774.06,0,24741.06,Paid
BK00197,PS00198,FL0137,2026-06-17 10:49:00,Economy,Confirmed,5292,952.56,1000,5244.5599999999995,Paid
BK00198,PS00078,FL0009,2026-06-10 09:23:00,Premium Economy,Confirmed,10500,1890.0,1000,11390.0,Paid
BK00199,PS00553,FL0113,2026-05-04 17:52:00,Economy,Confirmed,4680,842.4,500,5022.4,Paid
BK00200,PS00084,FL0188,2026-08-01 00:35:00,Economy,Confirmed,3269,588.42,0,3857.42,Paid
BK00201,PS00438,FL0013,2026-07-06 04:42:00,Business,Confirmed,12662,2279.16,500,14441.16,Paid
BK00202,PS00648,FL0109,2026-07-16 12:40:00,Premium Economy,Confirmed,9818,1767.24,500,11085.24,Paid
BK00203,PS00312,FL0160,2026-05-21 22:27:00,Economy,Confirmed,7321,1317.78,500,8138.780000000001,Paid
BK00204,PS00120,FL0024,2026-06-26 00:58:00,Economy,Confirmed,3271,588.78,1500,2359.7799999999997,Pending
BK00205,PS00915,FL0186,2026-08-24 20:37:00,Economy,Confirmed,6405,1152.9,1500,6057.9,Paid
BK00206,PS00482,FL0002,2026-07-22 23:18:00,Economy,Confirmed,4807,865.26,0,5672.26,Pending
BK00207,PS00164,FL0142,2026-07-17 00:45:00,Economy,Confirmed,4474,805.32,2000,3279.3199999999997,Paid
BK00208,PS00096,FL0034,2026-06-19 08:39:00,Premium Economy,Confirmed,10529,1895.22,2000,10424.22,Paid
BK00209,PS00291,FL0146,2026-06-01 13:26:00,Economy,Confirmed,3099,557.82,1500,2156.82,Paid
BK00210,PS00829,FL0082,2026-08-09 08:26:00,Economy,Pending,6922,1245.96,1500,6667.96,Paid
BK00211,PS00950,FL0073,2026-08-04 18:43:00,Business,Confirmed,21903,3942.54,1500,24345.54,Paid
BK00212,PS00568,FL0200,2026-04-24 20:13:00,Economy,Confirmed,7421,1335.78,500,8256.78,Paid
BK00213,PS00674,FL0192,2026-07-21 01:08:00,Business,Confirmed,13250,2385.0,2000,13635.0,Paid
BK00214,PS00395,FL0127,2026-05-24 03:21:00,Economy,Pending,5891,1060.38,1000,5951.38,Paid
BK00215,PS00659,FL0172,2026-06-03 19:34:00,Economy,Confirmed,4337,780.66,2000,3117.66,Paid
BK00216,PS00800,FL0079,2026-05-14 06:37:00,First,Confirmed,28370,5106.6,1000,32476.6,Paid
BK00217,PS00200,FL0106,2026-07-28 05:43:00,Economy,Confirmed,3769,678.42,1500,2947.42,Paid
BK00218,PS00087,FL0066,2026-08-27 11:58:00,Economy,Confirmed,4207,757.26,500,4464.26,Paid
BK00219,PS00890,FL0158,2026-04-28 12:48:00,Economy,Confirmed,5613,1010.34,1000,5623.34,Paid
BK00220,PS00203,FL0098,2026-08-07 18:17:00,Business,Pending,19410,3493.8,1000,21903.8,Paid
BK00221,PS00364,FL0014,2026-07-01 20:19:00,Economy,Confirmed,5227,940.86,500,5667.86,Paid
BK00222,PS00726,FL0106,2026-07-15 05:43:00,Economy,Confirmed,7055,1269.9,500,7824.9,Paid
BK00223,PS00759,FL0062,2026-08-16 15:03:00,Economy,Confirmed,7268,1308.24,1000,7576.24,Paid
BK00224,PS00840,FL0048,2026-07-09 14:03:00,Economy,Confirmed,6616,1190.88,500,7306.88,Paid
BK00225,PS00253,FL0032,2026-05-27 17:00:00,Economy,Confirmed,3003,540.54,1000,2543.54,Paid
BK00226,PS00102,FL0110,2026-08-10 23:09:00,Business,Confirmed,18433,3317.94,500,21250.94,Paid
BK00227,PS00039,FL0147,2026-08-22 11:35:00,Economy,Confirmed,5785,1041.3,1500,5326.3,Paid
BK00228,PS00930,FL0054,2026-05-05 02:06:00,Business,Confirmed,15593,2806.74,1500,16899.739999999998,Paid
BK00229,PS00360,FL0040,2026-05-12 19:26:00,Economy,Confirmed,6108,1099.44,2000,5207.4400000000005,Paid
BK00230,PS00991,FL0128,2026-06-30 15:49:00,Economy,Confirmed,7514,1352.52,500,8366.52,Paid
BK00231,PS00979,FL0188,2026-06-23 00:35:00,Economy,Confirmed,4879,878.22,1500,4257.22,Pending
BK00232,PS00715,FL0140,2026-05-16 18:54:00,Economy,Confirmed,5644,1015.92,0,6659.92,Pending
BK00233,PS00479,FL0022,2026-07-04 08:35:00,Economy,Confirmed,5948,1070.64,2000,5018.64,Paid
BK00234,PS00664,FL0032,2026-06-06 17:00:00,Business,Confirmed,16800,3024.0,1500,18324.0,Paid
BK00235,PS00076,FL0014,2026-07-31 20:19:00,Economy,Confirmed,7810,1405.8,500,8715.8,Paid
BK00236,PS00918,FL0118,2026-07-27 07:09:00,Economy,Confirmed,6310,1135.8,1500,5945.8,Paid
BK00237,PS00507,FL0091,2026-07-11 18:42:00,Economy,Confirmed,7607,1369.26,1000,7976.26,Refunded
BK00238,PS00918,FL0131,2026-08-04 17:22:00,Economy,Confirmed,4563,821.34,1500,3884.34,Paid
BK00239,PS00169,FL0154,2026-07-26 09:17:00,Economy,Confirmed,7928,1427.04,500,8855.04,Paid
BK00240,PS00580,FL0079,2026-07-05 06:37:00,Economy,Confirmed,6971,1254.78,500,7725.780000000001,Paid
