payment_id,booking_id,payment_date,payment_method,amount,payment_status
PY00060,BK00060,2026-06-24T12:15:00.000+05:30,CREDIT CARD,3500.0,SUCCESS
PY00061,BK00061,2026-05-08T03:24:00.000+05:30,CREDIT CARD,7200.0,REFUNDED
PY00062,BK00062,2026-07-28T08:38:00.000+05:30,DEBIT CARD,14800.0,REFUNDED
PY00063,BK00063,2026-07-07T06:36:00.000+05:30,WALLET,4200.0,SUCCESS
PY00064,BK00064,2026-04-30T04:31:00.000+05:30,DEBIT CARD,4200.0,SUCCESS
PY00065,BK00065,2026-06-25T13:01:00.000+05:30,NET BANKING,3500.0,SUCCESS
PY00066,BK00066,2026-05-06T02:01:00.000+05:30,WALLET,5600.0,SUCCESS
PY00067,BK00067,2026-05-29T20:26:00.000+05:30,DEBIT CARD,12500.0,SUCCESS
PY00068,BK00068,2026-05-13T13:01:00.000+05:30,UPI,4200.0,SUCCESS
PY00069,BK00069,2026-06-11T16:02:00.000+05:30,NET BANKING,7200.0,SUCCESS
PY00070,BK00070,2026-06-27T01:35:00.000+05:30,WALLET,22000.0,SUCCESS
PY00071,BK00071,2026-07-09T06:33:00.000+05:30,DEBIT CARD,10500.0,SUCCESS
PY00072,BK00072,2026-07-23T10:24:00.000+05:30,CREDIT CARD,22000.0,SUCCESS
PY00073,BK00073,2026-06-04T15:03:00.000+05:30,UPI,22000.0,SUCCESS
PY00074,BK00074,2026-06-21T21:56:00.000+05:30,CREDIT CARD,12500.0,SUCCESS
PY00075,BK00075,2026-05-16T16:40:00.000+05:30,CREDIT CARD,3500.0,SUCCESS
PY00076,BK00076,2026-04-14T22:09:00.000+05:30,UPI,7200.0,SUCCESS
PY00077,BK00077,2026-06-20T01:55:00.000+05:30,CREDIT CARD,3500.0,SUCCESS
PY00078,BK00078,2026-05-06T17:12:00.000+05:30,CREDIT CARD,4200.0,SUCCESS
PY00079,BK00079,2026-07-10T15:50:00.000+05:30,WALLET,7200.0,FAILED
PY00080,BK00080,2026-05-19T13:55:00.000+05:30,CREDIT CARD,8900.0,SUCCESS
PY00081,BK00081,2026-07-10T06:19:00.000+05:30,CREDIT CARD,5600.0,SUCCESS
PY00082,BK00082,2026-06-05T00:24:00.000+05:30,WALLET,22000.0,SUCCESS
PY00083,BK00083,2026-07-25T23:58:00.000+05:30,WALLET,14800.0,SUCCESS
PY00084,BK00084,2026-06-26T07:58:00.000+05:30,NET BANKING,7200.0,REFUNDED
PY00085,BK00085,2026-05-09T02:02:00.000+05:30,WALLET,7200.0,SUCCESS
PY00086,BK00086,2026-04-12T13:11:00.000+05:30,DEBIT CARD,5600.0,SUCCESS
PY00087,BK00087,2026-05-06T21:20:00.000+05:30,UPI,14800.0,SUCCESS
PY00088,BK00088,2026-08-06T22:51:00.000+05:30,NET BANKING,5600.0,SUCCESS
PY00089,BK00089,2026-04-18T13:14:00.000+05:30,UPI,3500.0,SUCCESS
PY00090,BK00090,2026-08-10T11:39:00.000+05:30,DEBIT CARD,7200.0,SUCCESS
PY00091,BK00091,2026-04-25T01:55:00.000+05:30,WALLET,17500.0,SUCCESS
PY00092,BK00092,2026-07-31T17:10:00.000+05:30,UPI,8900.0,REFUNDED
PY00093,BK00093,2026-06-11T00:23:00.000+05:30,CREDIT CARD,3500.0,SUCCESS
PY00094,BK00094,2026-07-03T02:52:00.000+05:30,WALLET,12500.0,SUCCESS
PY00095,BK00095,2026-06-22T13:22:00.000+05:30,DEBIT CARD,8900.0,SUCCESS
PY00096,BK00096,2026-06-22T10:49:00.000+05:30,UPI,8900.0,SUCCESS
PY00097,BK00097,2026-07-01T15:57:00.000+05:30,WALLET,22000.0,SUCCESS
PY00098,BK00098,2026-05-07T20:35:00.000+05:30,UPI,22000.0,SUCCESS
PY00099,BK00099,2026-07-12T11:24:00.000+05:30,WALLET,12500.0,SUCCESS
PY00100,BK00100,2026-08-21T13:43:00.000+05:30,UPI,12500.0,FAILED
PY00101,BK00101,2026-04-26T17:01:00.000+05:30,NET BANKING,3500.0,SUCCESS
PY00102,BK00102,2026-04-17T15:47:00.000+05:30,DEBIT CARD,12500.0,FAILED
PY00103,BK00103,2026-07-02T06:57:00.000+05:30,WALLET,7200.0,SUCCESS
PY00104,BK00104,2026-08-09T00:35:00.000+05:30,DEBIT CARD,7200.0,SUCCESS
PY00105,BK00105,2026-06-29T06:30:00.000+05:30,DEBIT CARD,14800.0,SUCCESS
PY00106,BK00106,2026-06-06T14:45:00.000+05:30,CREDIT CARD,10500.0,SUCCESS
PY00107,BK00107,2026-04-25T07:51:00.000+05:30,CREDIT CARD,12500.0,SUCCESS
PY00108,BK00108,2026-04-24T05:12:00.000+05:30,DEBIT CARD,10500.0,SUCCESS
PY00109,BK00109,2026-06-22T12:14:00.000+05:30,NET BANKING,3500.0,SUCCESS
PY00110,BK00110,2026-06-18T21:07:00.000+05:30,DEBIT CARD,4200.0,SUCCESS
PY00111,BK00111,2026-05-10T14:28:00.000+05:30,WALLET,22000.0,SUCCESS
PY00112,BK00112,2026-07-14T11:21:00.000+05:30,NET BANKING,22000.0,SUCCESS
PY00113,BK00113,2026-05-07T03:30:00.000+05:30,UPI,5600.0,SUCCESS
PY00114,BK00114,2026-07-28T18:06:00.000+05:30,CREDIT CARD,10500.0,SUCCESS
PY00115,BK00115,2026-06-26T12:52:00.000+05:30,DEBIT CARD,7200.0,SUCCESS
PY00116,BK00116,2026-05-13T10:32:00.000+05:30,UPI,5600.0,SUCCESS
PY00117,BK00117,2026-05-14T04:01:00.000+05:30,WALLET,22000.0,SUCCESS
PY00118,BK00118,2026-07-18T00:16:00.000+05:30,UPI,12500.0,FAILED
PY00119,BK00119,2026-05-12T09:07:00.000+05:30,DEBIT CARD,17500.0,SUCCESS
PY00120,BK00120,2026-05-05T12:12:00.000+05:30,DEBIT CARD,5600.0,SUCCESS
PY00121,BK00121,2026-06-22T06:59:00.000+05:30,NET BANKING,22000.0,SUCCESS
PY00122,BK00122,2026-07-05T14:46:00.000+05:30,UPI,3500.0,SUCCESS
PY00123,BK00123,2026-06-01T01:36:00.000+05:30,DEBIT CARD,5600.0,SUCCESS
PY00124,BK00124,2026-06-01T22:16:00.000+05:30,UPI,12500.0,SUCCESS
PY00125,BK00125,2026-06-13T12:50:00.000+05:30,DEBIT CARD,8900.0,SUCCESS
PY00126,BK00126,2026-06-13T17:59:00.000+05:30,DEBIT CARD,4200.0,SUCCESS
PY00127,BK00127,2026-05-19T05:47:00.000+05:30,NET BANKING,8900.0,FAILED
PY00128,BK00128,2026-07-19T16:10:00.000+05:30,UPI,3500.0,SUCCESS
PY00129,BK00129,2026-06-11T17:54:00.000+05:30,CREDIT CARD,22000.0,SUCCESS
PY00130,BK00130,2026-04-16T01:50:00.000+05:30,UPI,17500.0,SUCCESS
PY00131,BK00131,2026-06-22T05:57:00.000+05:30,NET BANKING,7200.0,SUCCESS
PY00132,BK00132,2026-06-19T21:39:00.000+05:30,CREDIT CARD,5600.0,SUCCESS
PY00133,BK00133,2026-06-20T00:53:00.000+05:30,CREDIT CARD,10500.0,FAILED
PY00134,BK00134,2026-06-24T03:18:00.000+05:30,NET BANKING,8900.0,SUCCESS
PY00135,BK00135,2026-05-22T10:12:00.000+05:30,WALLET,10500.0,SUCCESS
PY00136,BK00136,2026-04-19T05:30:00.000+05:30,CREDIT CARD,5600.0,SUCCESS
PY00137,BK00137,2026-07-20T11:07:00.000+05:30,WALLET,3500.0,SUCCESS
PY00138,BK00138,2026-07-08T21:49:00.000+05:30,WALLET,14800.0,SUCCESS
PY00139,BK00139,2026-07-31T20:53:00.000+05:30,UPI,12500.0,SUCCESS
PY00140,BK00140,2026-07-25T17:16:00.000+05:30,DEBIT CARD,5600.0,SUCCESS
PY00141,BK00141,2026-05-15T18:41:00.000+05:30,UPI,12500.0,SUCCESS
PY00142,BK00142,2026-06-25T06:32:00.000+05:30,NET BANKING,10500.0,SUCCESS
PY00143,BK00143,2026-06-04T17:58:00.000+05:30,NET BANKING,5600.0,SUCCESS
PY00144,BK00144,2026-08-15T00:13:00.000+05:30,DEBIT CARD,8900.0,SUCCESS
PY00145,BK00145,2026-06-23T15:11:00.000+05:30,UPI,4200.0,SUCCESS
PY00146,BK00146,2026-08-04T12:17:00.000+05:30,WALLET,3500.0,SUCCESS
PY00147,BK00147,2026-07-28T12:12:00.000+05:30,UPI,5600.0,SUCCESS
PY00148,BK00148,2026-07-29T10:52:00.000+05:30,CREDIT CARD,22000.0,SUCCESS
PY00149,BK00149,2026-06-15T13:03:00.000+05:30,NET BANKING,5600.0,SUCCESS
PY00150,BK00150,2026-08-06T01:18:00.000+05:30,CREDIT CARD,8900.0,SUCCESS
PY00151,BK00151,2026-04-30T01:30:00.000+05:30,DEBIT CARD,22000.0,SUCCESS
PY00152,BK00152,2026-08-08T22:30:00.000+05:30,WALLET,7200.0,SUCCESS
PY00153,BK00153,2026-07-01T22:23:00.000+05:30,WALLET,7200.0,SUCCESS
PY00154,BK00154,2026-05-20T00:26:00.000+05:30,DEBIT CARD,22000.0,SUCCESS
PY00155,BK00155,2026-08-05T22:47:00.000+05:30,WALLET,17500.0,REFUNDED
PY00156,BK00156,2026-04-25T12:40:00.000+05:30,NET BANKING,4200.0,SUCCESS
PY00157,BK00157,2026-07-02T20:18:00.000+05:30,WALLET,3500.0,FAILED
PY00158,BK00158,2026-05-30T03:35:00.000+05:30,DEBIT CARD,4200.0,FAILED
PY00159,BK00159,2026-06-09T19:05:00.000+05:30,WALLET,4200.0,SUCCESS
PY00160,BK00160,2026-04-29T11:01:00.000+05:30,DEBIT CARD,17500.0,SUCCESS
PY00161,BK00161,2026-06-06T17:51:00.000+05:30,CREDIT CARD,4200.0,SUCCESS
PY00162,BK00162,2026-06-21T02:44:00.000+05:30,UPI,14800.0,FAILED
PY00163,BK00163,2026-07-05T15:56:00.000+05:30,WALLET,14800.0,SUCCESS
PY00164,BK00164,2026-04-23T11:12:00.000+05:30,CREDIT CARD,14800.0,SUCCESS
PY00165,BK00165,2026-07-17T03:40:00.000+05:30,DEBIT CARD,12500.0,SUCCESS
PY00166,BK00166,2026-04-29T07:13:00.000+05:30,DEBIT CARD,4200.0,SUCCESS
PY00167,BK00167,2026-04-27T13:59:00.000+05:30,UPI,22000.0,SUCCESS
PY00168,BK00168,2026-06-02T19:34:00.000+05:30,CREDIT CARD,10500.0,SUCCESS
PY00169,BK00169,2026-04-15T14:27:00.000+05:30,WALLET,17500.0,SUCCESS
PY00170,BK00170,2026-07-02T21:46:00.000+05:30,UPI,3500.0,SUCCESS
PY00171,BK00171,2026-07-02T03:04:00.000+05:30,NET BANKING,5600.0,SUCCESS
PY00172,BK00172,2026-04-19T13:05:00.000+05:30,UPI,17500.0,SUCCESS
PY00173,BK00173,2026-08-21T21:16:00.000+05:30,DEBIT CARD,8900.0,SUCCESS
PY00174,BK00174,2026-07-15T07:04:00.000+05:30,CREDIT CARD,10500.0,SUCCESS
PY00175,BK00175,2026-05-22T17:43:00.000+05:30,DEBIT CARD,12500.0,SUCCESS
PY00176,BK00176,2026-08-02T20:47:00.000+05:30,CREDIT CARD,10500.0,SUCCESS
PY00177,BK00177,2026-07-31T17:24:00.000+05:30,DEBIT CARD,17500.0,SUCCESS
PY00178,BK00178,2026-06-06T01:17:00.000+05:30,DEBIT CARD,7200.0,SUCCESS
PY00179,BK00179,2026-05-12T02:11:00.000+05:30,WALLET,5600.0,SUCCESS
PY00180,BK00180,2026-06-04T22:34:00.000+05:30,WALLET,12500.0,SUCCESS
PY00181,BK00181,2026-05-15T20:14:00.000+05:30,WALLET,4200.0,SUCCESS
PY00182,BK00182,2026-06-20T21:08:00.000+05:30,NET BANKING,3500.0,SUCCESS
PY00183,BK00183,2026-05-11T09:56:00.000+05:30,DEBIT CARD,12500.0,SUCCESS
PY00184,BK00184,2026-07-07T14:48:00.000+05:30,NET BANKING,5600.0,SUCCESS
PY00185,BK00185,2026-05-21T22:34:00.000+05:30,WALLET,12500.0,SUCCESS
PY00186,BK00186,2026-06-13T00:00:00.000+05:30,NET BANKING,3500.0,REFUNDED
PY00187,BK00187,2026-05-27T22:46:00.000+05:30,CREDIT CARD,5600.0,SUCCESS
PY00188,BK00188,2026-05-04T08:40:00.000+05:30,NET BANKING,12500.0,SUCCESS
PY00189,BK00189,2026-06-02T03:57:00.000+05:30,CREDIT CARD,8900.0,SUCCESS
PY00190,BK00190,2026-07-06T10:31:00.000+05:30,NET BANKING,17500.0,SUCCESS
PY00191,BK00191,2026-06-25T06:47:00.000+05:30,DEBIT CARD,12500.0,REFUNDED
PY00192,BK00192,2026-07-30T07:19:00.000+05:30,NET BANKING,4200.0,SUCCESS
PY00193,BK00193,2026-08-16T12:24:00.000+05:30,CREDIT CARD,17500.0,SUCCESS
PY00194,BK00194,2026-06-08T14:36:00.000+05:30,DEBIT CARD,4200.0,REFUNDED
PY00195,BK00195,2026-05-06T21:16:00.000+05:30,DEBIT CARD,8900.0,REFUNDED
PY00196,BK00196,2026-05-28T15:54:00.000+05:30,WALLET,4200.0,FAILED
PY00197,BK00197,2026-07-26T17:15:00.000+05:30,NET BANKING,10500.0,SUCCESS
PY00198,BK00198,2026-05-10T11:34:00.000+05:30,NET BANKING,22000.0,SUCCESS
PY00199,BK00199,2026-05-18T02:03:00.000+05:30,DEBIT CARD,22000.0,SUCCESS
PY00200,BK00200,2026-07-14T19:40:00.000+05:30,NET BANKING,14800.0,SUCCESS
PY00201,BK00201,2026-05-03T03:06:00.000+05:30,CREDIT CARD,22000.0,SUCCESS
PY00202,BK00202,2026-08-12T23:22:00.000+05:30,UPI,17500.0,SUCCESS
PY00203,BK00203,2026-07-27T15:47:00.000+05:30,NET BANKING,17500.0,SUCCESS
PY00204,BK00204,2026-04-14T16:44:00.000+05:30,UPI,5600.0,SUCCESS
PY00205,BK00205,2026-07-09T08:22:00.000+05:30,UPI,12500.0,SUCCESS
PY00206,BK00206,2026-05-24T12:58:00.000+05:30,UPI,8900.0,SUCCESS
PY00207,BK00207,2026-04-28T20:18:00.000+05:30,UPI,14800.0,SUCCESS
PY00208,BK00208,2026-06-03T05:41:00.000+05:30,UPI,12500.0,SUCCESS
PY00209,BK00209,2026-06-26T23:21:00.000+05:30,WALLET,7200.0,FAILED
PY00210,BK00210,2026-08-03T18:23:00.000+05:30,UPI,10500.0,REFUNDED
PY00211,BK00211,2026-05-06T02:50:00.000+05:30,NET BANKING,10500.0,SUCCESS
PY00212,BK00212,2026-05-03T00:35:00.000+05:30,DEBIT CARD,22000.0,SUCCESS
PY00213,BK00213,2026-06-06T15:49:00.000+05:30,NET BANKING,4200.0,SUCCESS
PY00214,BK00214,2026-07-15T01:40:00.000+05:30,WALLET,8900.0,SUCCESS
PY00215,BK00215,2026-05-07T17:59:00.000+05:30,DEBIT CARD,22000.0,SUCCESS
PY00216,BK00216,2026-07-01T23:17:00.000+05:30,CREDIT CARD,10500.0,SUCCESS
PY00217,BK00217,2026-07-12T08:24:00.000+05:30,NET BANKING,3500.0,FAILED
PY00218,BK00218,2026-05-14T07:51:00.000+05:30,UPI,4200.0,SUCCESS
PY00219,BK00219,2026-07-11T06:14:00.000+05:30,DEBIT CARD,3500.0,SUCCESS
PY00220,BK00220,2026-07-09T07:09:00.000+05:30,DEBIT CARD,5600.0,SUCCESS
PY00221,BK00221,2026-06-20T18:05:00.000+05:30,CREDIT CARD,5600.0,SUCCESS
PY00222,BK00222,2026-08-10T02:29:00.000+05:30,NET BANKING,7200.0,SUCCESS
PY00223,BK00223,2026-07-02T21:44:00.000+05:30,NET BANKING,5600.0,SUCCESS
PY00224,BK00224,2026-06-26T03:07:00.000+05:30,NET BANKING,14800.0,SUCCESS
PY00225,BK00225,2026-08-17T08:40:00.000+05:30,CREDIT CARD,7200.0,SUCCESS
PY00226,BK00226,2026-07-16T09:54:00.000+05:30,UPI,14800.0,SUCCESS
PY00227,BK00227,2026-08-23T20:53:00.000+05:30,WALLET,5600.0,SUCCESS
PY00228,BK00228,2026-05-13T02:04:00.000+05:30,CREDIT CARD,14800.0,SUCCESS
PY00229,BK00229,2026-07-13T01:49:00.000+05:30,WALLET,17500.0,SUCCESS
PY00230,BK00230,2026-07-07T23:51:00.000+05:30,DEBIT CARD,22000.0,SUCCESS
PY00231,BK00231,2026-05-17T04:20:00.000+05:30,CREDIT CARD,14800.0,SUCCESS
PY00232,BK00232,2026-06-02T06:28:00.000+05:30,DEBIT CARD,12500.0,SUCCESS
PY00233,BK00233,2026-05-29T18:27:00.000+05:30,NET BANKING,14800.0,SUCCESS
PY00234,BK00234,2026-07-17T01:31:00.000+05:30,NET BANKING,17500.0,SUCCESS
PY00235,BK00235,2026-07-20T21:17:00.000+05:30,NET BANKING,10500.0,SUCCESS
PY00236,BK00236,2026-05-26T13:52:00.000+05:30,UPI,5600.0,SUCCESS
PY00237,BK00237,2026-07-10T20:17:00.000+05:30,WALLET,12500.0,SUCCESS
PY00238,BK00238,2026-06-02T08:52:00.000+05:30,UPI,5600.0,REFUNDED
PY00239,BK00239,2026-05-16T06:06:00.000+05:30,UPI,3500.0,SUCCESS
PY00240,BK00240,2026-07-14T16:07:00.000+05:30,UPI,10500.0,SUCCESS
PY00241,BK00241,2026-04-24T11:23:00.000+05:30,CREDIT CARD,12500.0,SUCCESS
PY00242,BK00242,2026-08-06T16:13:00.000+05:30,UPI,7200.0,SUCCESS
PY00243,BK00243,2026-05-26T09:05:00.000+05:30,WALLET,12500.0,SUCCESS
PY00244,BK00244,2026-07-17T21:52:00.000+05:30,DEBIT CARD,17500.0,SUCCESS
PY00245,BK00245,2026-05-09T20:35:00.000+05:30,DEBIT CARD,3500.0,SUCCESS
PY00246,BK00246,2026-06-02T13:27:00.000+05:30,DEBIT CARD,8900.0,SUCCESS
PY00247,BK00247,2026-07-11T18:08:00.000+05:30,WALLET,4200.0,SUCCESS
PY00248,BK00248,2026-06-19T11:31:00.000+05:30,DEBIT CARD,22000.0,SUCCESS
PY00249,BK00249,2026-05-15T23:03:00.000+05:30,DEBIT CARD,17500.0,SUCCESS
PY00250,BK00250,2026-08-12T02:00:00.000+05:30,DEBIT CARD,3500.0,SUCCESS
PY00251,BK00251,2026-08-07T14:07:00.000+05:30,UPI,7200.0,SUCCESS
PY00252,BK00252,2026-04-28T20:34:00.000+05:30,NET BANKING,10500.0,SUCCESS
PY00253,BK00253,2026-04-07T03:19:00.000+05:30,DEBIT CARD,12500.0,SUCCESS
PY00254,BK00254,2026-05-08T23:06:00.000+05:30,DEBIT CARD,4200.0,SUCCESS
PY00255,BK00255,2026-04-20T03:12:00.000+05:30,CREDIT CARD,17500.0,SUCCESS
PY00256,BK00256,2026-06-28T02:45:00.000+05:30,NET BANKING,22000.0,FAILED
PY00257,BK00257,2026-05-05T13:56:00.000+05:30,WALLET,4200.0,SUCCESS
PY00258,BK00258,2026-05-15T18:37:00.000+05:30,WALLET,10500.0,SUCCESS
PY00259,BK00259,2026-05-14T01:21:00.000+05:30,NET BANKING,7200.0,SUCCESS
PY00260,BK00260,2026-08-13T15:33:00.000+05:30,NET BANKING,22000.0,SUCCESS
PY00261,BK00261,2026-07-21T02:12:00.000+05:30,DEBIT CARD,10500.0,REFUNDED
PY00262,BK00262,2026-08-01T06:39:00.000+05:30,WALLET,12500.0,SUCCESS
PY00263,BK00263,2026-04-17T13:26:00.000+05:30,UPI,3500.0,SUCCESS
PY00264,BK00264,2026-06-03T21:48:00.000+05:30,NET BANKING,8900.0,SUCCESS
PY00265,BK00265,2026-07-04T06:45:00.000+05:30,NET BANKING,5600.0,SUCCESS
PY00266,BK00266,2026-07-22T06:15:00.000+05:30,DEBIT CARD,5600.0,SUCCESS
PY00267,BK00267,2026-07-24T13:53:00.000+05:30,DEBIT CARD,3500.0,SUCCESS
PY00268,BK00268,2026-05-30T13:18:00.000+05:30,DEBIT CARD,17500.0,SUCCESS
PY00269,BK00269,2026-07-31T01:47:00.000+05:30,DEBIT CARD,10500.0,REFUNDED
PY00270,BK00270,2026-05-17T13:51:00.000+05:30,WALLET,22000.0,SUCCESS
PY00271,BK00271,2026-07-30T05:57:00.000+05:30,CREDIT CARD,4200.0,SUCCESS
PY00272,BK00272,2026-08-25T09:49:00.000+05:30,CREDIT CARD,17500.0,SUCCESS
PY00273,BK00273,2026-05-28T16:42:00.000+05:30,DEBIT CARD,17500.0,SUCCESS
PY00274,BK00274,2026-06-02T23:31:00.000+05:30,CREDIT CARD,7200.0,SUCCESS
PY00275,BK00275,2026-05-03T02:10:00.000+05:30,CREDIT CARD,12500.0,SUCCESS
PY00276,BK00276,2026-07-25T00:04:00.000+05:30,UPI,22000.0,SUCCESS
PY00277,BK00277,2026-08-16T23:30:00.000+05:30,WALLET,3500.0,SUCCESS
PY00278,BK00278,2026-04-29T04:54:00.000+05:30,WALLET,7200.0,REFUNDED
PY00279,BK00279,2026-06-09T07:12:00.000+05:30,DEBIT CARD,8900.0,SUCCESS
PY00280,BK00280,2026-07-03T14:10:00.000+05:30,DEBIT CARD,14800.0,REFUNDED
PY00281,BK00281,2026-07-17T01:35:00.000+05:30,CREDIT CARD,14800.0,REFUNDED
PY00282,BK00282,2026-06-11T07:10:00.000+05:30,CREDIT CARD,17500.0,SUCCESS
PY00283,BK00283,2026-07-07T07:20:00.000+05:30,NET BANKING,8900.0,SUCCESS
PY00284,BK00284,2026-07-24T02:40:00.000+05:30,CREDIT CARD,3500.0,SUCCESS
PY00285,BK00285,2026-05-06T17:14:00.000+05:30,UPI,7200.0,SUCCESS
PY00286,BK00286,2026-07-18T06:02:00.000+05:30,NET BANKING,12500.0,SUCCESS
PY00287,BK00287,2026-07-24T14:20:00.000+05:30,WALLET,12500.0,SUCCESS
PY00288,BK00288,2026-04-08T13:37:00.000+05:30,UPI,10500.0,SUCCESS
PY00289,BK00289,2026-07-25T21:31:00.000+05:30,CREDIT CARD,7200.0,SUCCESS
PY00290,BK00290,2026-07-05T16:32:00.000+05:30,NET BANKING,3500.0,SUCCESS
PY00291,BK00291,2026-07-31T02:27:00.000+05:30,WALLET,8900.0,SUCCESS
